"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"1585","Missouri","Shelby County",2.6461174,0.13382097,41168.39087,0.12095705,6313,"Midwest","Least Populated"
"1586","Missouri","Stoddard County",3.1787128,0.11784235,39218.96129,0.17940938,29253,"Midwest","Mid-range Population"
"1587","Missouri","Stone County",2.8285582,0.16568865,42220.04354,0.15834402,31290,"Midwest","Mid-range Population"
"1588","Missouri","Sullivan County",2.1894503,0.099843182,42376.99657,0.21165971,6820,"Midwest","Least Populated"
"1589","Missouri","Taney County",3.6516392,0.19909053,38370.70878,0.14896953,48900,"Midwest","More Populated"
"1590","Missouri","Texas County",3.0422213,0.11761823,35921.19479,0.21040936,24650,"Midwest","Mid-range Population"
"1591","Missouri","Vernon County",2.7523975,0.14296931,39920.37388,0.21319641,20253,"Midwest","Mid-range Population"
"1592","Missouri","Warren County",3.0219502,0.16796164,52930.12321,0.12374365,31604,"Midwest","Mid-range Population"
"1593","Missouri","Washington County",3.8502674,0.076944537,35795.78281,0.2053286,24492,"Midwest","Mid-range Population"
"1594","Missouri","Wayne County",2.5744939,0.085348576,34100.42955,0.19692412,12333,"Midwest","Less Populated"
"1595","Missouri","Webster County",3.1153092,0.1465579,44913.68325,0.17243993,36977,"Midwest","More Populated"
"1596","Missouri","Worth County",2.1731634,0.12760417,44974,0.16228893,1952,"Midwest","Least Populated"
"1597","Missouri","Wright County",3.2194405,0.11260118,30619.22498,0.24817973,18009,"Midwest","Less Populated"
"1598","Missouri","St. Louis city",1.0498168,0.26254189,37022.6883,0.26336911,356009,"Midwest","Most Populated"
"1599","Montana","Beaverhead County",3.5268462,0.30724812,40185.17608,0.15130281,9047,"West","Less Populated"
"1600","Montana","Big Horn County",1.3178743,0.12066837,43081.47454,0.23484954,13229,"West","Less Populated"
"1601","Montana","Blaine County",1.3611752,0.16751917,35653.52519,0.28781828,6519,"West","Least Populated"
"1602","Montana","Broadwater County",3.9468594,0.15146482,50434.88133,0.099091858,4865,"West","Least Populated"
"1603","Montana","Carbon County",3.7902884,0.28707507,53765.93124,0.12131723,9763,"West","Less Populated"
"1604","Montana","Carter County",NA,0.15160643,46985,0.14026792,1176,"West","Least Populated"
"1605","Montana","Cascade County",4.174727,0.2383938,48478.22532,0.1348616,82325,"West","More Populated"
"1606","Montana","Chouteau County",1.7966603,0.2242628,38479.33511,0.20392168,5162,"West","Least Populated"
"1607","Montana","Custer County",2.9831607,0.19078556,49114.0465,0.1603947,11217,"West","Less Populated"
"1608","Montana","Daniels County",1.7453746,0.19724026,51108,0.14127764,1723,"West","Least Populated"
"1609","Montana","Dawson County",3.1922746,0.18322484,56841.87888,0.092005454,8492,"West","Least Populated"
"1610","Montana","Deer Lodge County",2.9369528,0.18603957,38665.48043,0.21286458,8722,"West","Least Populated"
"1611","Montana","Fallon County",2.674727,0.15722953,50114,0.084939331,2709,"West","Least Populated"
"1612","Montana","Fergus County",2.2770951,0.233041,44197.23019,0.1474171,11273,"West","Less Populated"
"1613","Montana","Flathead County",3.6080401,0.26397434,49775.49301,0.1174216,89627,"West","More Populated"
"1614","Montana","Gallatin County",4.2561445,0.4503009,58513.09761,0.14403433,90858,"West","Most Populated"
"1615","Montana","Garfield County",NA,0.140625,42614,0.10702614,1143,"West","Least Populated"
"1616","Montana","Glacier County",2.1591301,0.14726242,30967.21794,0.24750094,13721,"West","Less Populated"
"1617","Montana","Golden Valley County",NA,0.23661485,44000,0.10929649,1072,"West","Least Populated"
"1618","Montana","Granite County",NA,0.23866552,48688,0.12051793,2877,"West","Least Populated"
"1619","Montana","Hill County",2.1284893,0.2035145,45155.22751,0.18379018,16825,"West","Less Populated"
"1620","Montana","Jefferson County",4.2518353,0.32440916,66454.46695,0.12442185,11514,"West","Less Populated"
"1621","Montana","Judith Basin County",NA,0.28479794,45347,0.098627351,2028,"West","Least Populated"
"1622","Montana","Lake County",2.5512788,0.24202111,39677.50463,0.21638893,28595,"West","Mid-range Population"
"1623","Montana","Lewis and Clark County",3.2303226,0.34401363,58830.24688,0.097399138,62953,"West","More Populated"
"1624","Montana","Liberty County",NA,0.17024042,46597,0.19458018,1754,"West","Least Populated"
"1625","Montana","Lincoln County",3.6318591,0.16375665,36902.12099,0.18581693,18691,"West","Mid-range Population"
"1626","Montana","McCone County",NA,0.18583333,42330,0.085764296,1678,"West","Least Populated"
"1627","Montana","Madison County",3.8453372,0.34598413,47252.25536,0.11627809,7435,"West","Least Populated"
"1628","Montana","Meagher County",2.7643263,0.15822785,39032,0.19038077,1889,"West","Least Populated"
"1629","Montana","Mineral County",NA,0.13617164,37636.92351,0.18915777,3818,"West","Least Populated"
"1630","Montana","Missoula County",4.1062436,0.38689476,49317.57069,0.17677301,109327,"West","Most Populated"
"1631","Montana","Musselshell County",2.7886746,0.1339338,41663.42375,0.17727996,4636,"West","Least Populated"
"1632","Montana","Park County",4.3492389,0.29730159,44785.78837,0.12275384,15860,"West","Less Populated"
"1633","Montana","Petroleum County",NA,0.13777778,38250,0.16666667,444,"West","Least Populated"
"1634","Montana","Phillips County",2.3522105,0.1578258,38692,0.13472153,3892,"West","Least Populated"
"1635","Montana","Pondera County",2.8378589,0.19294071,42193.75118,0.21238044,5823,"West","Least Populated"
"1636","Montana","Powder River County",NA,0.16092943,47955,0.1406821,1654,"West","Least Populated"
"1637","Montana","Powell County",3.5988727,0.18333508,42934.94792,0.17264134,7009,"West","Least Populated"
"1638","Montana","Prairie County",NA,0.13443395,44643,0.16867469,1148,"West","Least Populated"
"1639","Montana","Ravalli County",3.78228,0.24998879,41862.88528,0.14905296,40833,"West","More Populated"
"1640","Montana","Richland County",3.9129984,0.16637333,67576.74102,0.13354947,9392,"West","Less Populated"
"1641","Montana","Roosevelt County",0.73795587,0.17194641,36046.4564,0.21461636,10394,"West","Less Populated"
"1642","Montana","Rosebud County",3.1431503,0.17331894,53176.67789,0.18634903,9347,"West","Less Populated"
"1643","Montana","Sanders County",4.1696739,0.15570317,34496.45474,0.20716873,10932,"West","Less Populated"
"1644","Montana","Sheridan County",3.9452887,0.15698965,50804.90957,0.1470786,3178,"West","Least Populated"
"1645","Montana","Silver Bow County",4.5409098,0.23004518,42287.92231,0.17928371,33051,"West","Mid-range Population"
"1646","Montana","Stillwater County",4.4484134,0.22241986,58313.83229,0.09433075,8856,"West","Least Populated"
"1647","Montana","Sweet Grass County",3.7497373,0.28831169,50813,0.12127834,3550,"West","Least Populated"
"1648","Montana","Teton County",4.1000881,0.22574206,49814.5643,0.12700954,6106,"West","Least Populated"
"1649","Montana","Toole County",2.1865773,0.173489,47482.42742,0.15513112,5214,"West","Least Populated"
"1650","Montana","Treasure County",NA,0.20877193,42500,0.081753552,600,"West","Least Populated"
"1651","Montana","Valley County",2.3245091,0.16893305,51319.68272,0.101188,6734,"West","Least Populated"
"1652","Montana","Wheatland County",3.3740196,0.16410257,36076,0.11520302,2033,"West","Least Populated"
"1653","Montana","Wibaux County",NA,0.15885417,40833,0.11848341,863,"West","Least Populated"
"1654","Montana","Yellowstone County",2.7661786,0.29182571,57342.63403,0.11088184,146576,"West","Most Populated"
"1655","Nebraska","Adams County",3.080853,0.21574482,51354.34976,0.13761576,33527,"Midwest","Mid-range Population"
"1656","Nebraska","Antelope County",2.7051449,0.16445188,46519.2368,0.11463039,6563,"Midwest","Least Populated"
"1657","Nebraska","Arthur County",NA,0.17894737,40375,0.077464789,355,"Midwest","Least Populated"
"1658","Nebraska","Banner County",3.4308927,0.25101215,50833,0.16111112,688,"Midwest","Least Populated"
"1659","Nebraska","Blaine County",3.2478731,0.19806764,50350,0.12430426,452,"Midwest","Least Populated"
"1660","Nebraska","Boone County",3.4089472,0.15754853,51436.66885,0.066507339,5409,"Midwest","Least Populated"
"1661","Nebraska","Box Butte County",2.5060458,0.19399476,55497.44747,0.14191942,10948,"Midwest","Less Populated"
"1662","Nebraska","Boyd County",NA,0.13236268,42463,0.082846001,2110,"Midwest","Least Populated"
"1663","Nebraska","Brown County",3.6175251,0.16804889,37328,0.19354838,3110,"Midwest","Least Populated"
"1664","Nebraska","Buffalo County",3.5743518,0.32300845,55659.69596,0.14447635,45981,"Midwest","More Populated"
"1665","Nebraska","Burt County",3.3424015,0.18272382,48627.58472,0.098881468,6842,"Midwest","Least Populated"
"1666","Nebraska","Butler County",3.8444257,0.15647523,51111.34473,0.091213167,8388,"Midwest","Least Populated"
"1667","Nebraska","Cass County",3.0939493,0.23323454,65176.71847,0.046666536,25653,"Midwest","Mid-range Population"
"1668","Nebraska","Cedar County",2.982594,0.15124302,54384.19295,0.10616253,8310,"Midwest","Least Populated"
"1669","Nebraska","Chase County",3.4199452,0.14566642,53496,0.1399689,3676,"Midwest","Least Populated"
"1670","Nebraska","Cherry County",3.008997,0.22590852,52519.2237,0.077396937,5501,"Midwest","Least Populated"
"1671","Nebraska","Cheyenne County",3.2405922,0.27281308,55880.67864,0.098387122,9644,"Midwest","Less Populated"
"1672","Nebraska","Clay County",3.3281944,0.1636894,51423.74839,0.082409173,6209,"Midwest","Least Populated"
"1673","Nebraska","Colfax County",4.2519984,0.12407933,52631.15254,0.10907682,10508,"Midwest","Less Populated"
"1674","Nebraska","Cuming County",2.1742563,0.15636501,48966.15582,0.12307938,9115,"Midwest","Less Populated"
"1675","Nebraska","Custer County",4.2074394,0.18032978,46675.34957,0.099243812,10678,"Midwest","Less Populated"
"1676","Nebraska","Dakota County",2.1729944,0.10567629,51010.44325,0.1567933,20760,"Midwest","Mid-range Population"
"1677","Nebraska","Dawes County",2.7626796,0.36641869,41723.64376,0.22357012,8639,"Midwest","Least Populated"
"1678","Nebraska","Dawson County",2.2740982,0.14232765,50468.3874,0.14302175,25233,"Midwest","Mid-range Population"
"1679","Nebraska","Deuel County",3.8455894,0.18150918,51786,0.14336918,1798,"Midwest","Least Populated"
"1680","Nebraska","Dixon County",3.4882259,0.12969959,52917.817,0.10386682,6266,"Midwest","Least Populated"
"1681","Nebraska","Dodge County",3.0245736,0.17052568,50683.76836,0.1324009,35640,"Midwest","Mid-range Population"
"1682","Nebraska","Douglas County",3.0446327,0.35457596,62690.78177,0.13444461,516706,"Midwest","Most Populated"
"1683","Nebraska","Dundy County",2.9099622,0.25938568,44583,0.1131579,1925,"Midwest","Least Populated"
"1684","Nebraska","Fillmore County",3.0794077,0.17574823,52125.79236,0.11735933,5969,"Midwest","Least Populated"
"1685","Nebraska","Franklin County",2.939569,0.16506702,47558.7014,0.1520579,3114,"Midwest","Least Populated"
"1686","Nebraska","Frontier County",3.8611119,0.19840425,51192,0.12646954,2466,"Midwest","Least Populated"
"1687","Nebraska","Furnas County",3.0764482,0.16290368,40445,0.15147208,4587,"Midwest","Least Populated"
"1688","Nebraska","Gage County",3.3444853,0.18993695,49800.02721,0.12779489,22673,"Midwest","Mid-range Population"
"1689","Nebraska","Garden County",3.8455894,0.20232986,49805,0.13409564,1796,"Midwest","Least Populated"
"1690","Nebraska","Garfield County",3.3636777,0.13763298,45227,0.13372956,1705,"Midwest","Least Populated"
"1691","Nebraska","Gosper County",2.1229608,0.16401063,60711,0.11382926,1870,"Midwest","Least Populated"
"1692","Nebraska","Grant County",NA,0.17307693,45625,0.1740458,550,"Midwest","Least Populated"
"1693","Nebraska","Greeley County",3.9486718,0.12464589,48220,0.12266888,2276,"Midwest","Least Populated"
"1694","Nebraska","Hall County",3.0800607,0.16028512,51563.08731,0.11154886,58467,"Midwest","More Populated"
"1695","Nebraska","Hamilton County",3.3518686,0.21729662,60166.94213,0.089180268,9301,"Midwest","Less Populated"
"1696","Nebraska","Harlan County",3.5202179,0.16921268,44630,0.10277373,3230,"Midwest","Least Populated"
"1697","Nebraska","Hayes County",3.5127077,0.16643742,44602,0.095609754,951,"Midwest","Least Populated"
"1698","Nebraska","Hitchcock County",4.124506,0.13653308,41131,0.13012049,2791,"Midwest","Least Populated"
"1699","Nebraska","Holt County",2.6501875,0.16150109,50098.74231,0.078101166,9998,"Midwest","Less Populated"
"1700","Nebraska","Hooker County",NA,0.22113504,38616,0.066176474,726,"Midwest","Least Populated"
"1701","Nebraska","Howard County",4.2536736,0.13922456,53077.98757,0.1006899,6446,"Midwest","Least Populated"
"1702","Nebraska","Jefferson County",2.0052674,0.14563513,45238.34623,0.12283252,7080,"Midwest","Least Populated"
"1703","Nebraska","Johnson County",2.3560851,0.11916943,48096.64136,0.15351027,5148,"Midwest","Least Populated"
"1704","Nebraska","Kearney County",3.0328021,0.249235,55740.45307,0.095150232,6481,"Midwest","Least Populated"
"1705","Nebraska","Keith County",3.2788272,0.194463,42327.39018,0.090752788,7761,"Midwest","Least Populated"
"1706","Nebraska","Keya Paha County",NA,0.13993174,43333,0.22702703,811,"Midwest","Least Populated"
"1707","Nebraska","Kimball County",1.1643574,0.19786294,40344,0.10450119,3559,"Midwest","Least Populated"
"1708","Nebraska","Knox County",4.500742,0.17480138,47563.12573,0.13643169,8384,"Midwest","Least Populated"
"1709","Nebraska","Lancaster County",4.3094783,0.34850398,59433.89901,0.15178666,283428,"Midwest","Most Populated"
"1710","Nebraska","Lincoln County",3.4555657,0.18582381,52960.36436,0.10074579,35550,"Midwest","Mid-range Population"
"1711","Nebraska","Logan County",NA,0.18787879,51346,0.055718474,763,"Midwest","Least Populated"
"1712","Nebraska","Loup County",NA,0.099767983,56750,0.19055118,676,"Midwest","Least Populated"
"1713","Nebraska","McPherson County",NA,0.24347825,53750,0.082987554,494,"Midwest","Least Populated"
"1714","Nebraska","Madison County",3.0032454,0.19987758,51463.39001,0.11731571,34885,"Midwest","Mid-range Population"
"1715","Nebraska","Merrick County",3.003505,0.13449873,50276.40612,0.10512193,7654,"Midwest","Least Populated"
"1716","Nebraska","Morrill County",3.0997922,0.21002318,43942,0.1497231,4878,"Midwest","Least Populated"
"1717","Nebraska","Nance County",3.2714036,0.11603054,42429,0.097989239,3449,"Midwest","Least Populated"
"1718","Nebraska","Nemaha County",3.2842309,0.23172888,53171.73331,0.13677832,6888,"Midwest","Least Populated"
"1719","Nebraska","Nuckolls County",3.6991136,0.12459183,41915.916,0.17814206,4321,"Midwest","Least Populated"
"1720","Nebraska","Otoe County",3.238662,0.2147069,53730.56252,0.12123851,15400,"Midwest","Less Populated"
"1721","Nebraska","Pawnee County",2.4436467,0.14764449,40139,0.12899628,2645,"Midwest","Least Populated"
"1722","Nebraska","Perkins County",3.2895041,0.18395303,56797,0.058985855,2789,"Midwest","Least Populated"
"1723","Nebraska","Phelps County",4.1112652,0.2260758,52482.09697,0.10659306,9109,"Midwest","Less Populated"
"1724","Nebraska","Pierce County",3.4729085,0.14216103,52526.83292,0.082203135,7174,"Midwest","Least Populated"
"1725","Nebraska","Platte County",3.3490279,0.19024874,58620.28083,0.079880834,32930,"Midwest","Mid-range Population"
"1726","Nebraska","Polk County",3.4769382,0.1612931,57659.46781,0.069385253,5040,"Midwest","Least Populated"
"1727","Nebraska","Red Willow County",4.0297732,0.21544293,45492.57965,0.10292248,10674,"Midwest","Less Populated"
"1728","Nebraska","Richardson County",3.1722286,0.15209134,47050.43872,0.14230981,8123,"Midwest","Least Populated"
"1729","Nebraska","Rock County",3.8821366,0.23274478,48750,0.095673367,1452,"Midwest","Least Populated"
"1730","Nebraska","Saline County",3.2845685,0.15666825,49489.62732,0.12438683,13919,"Midwest","Less Populated"
"1731","Nebraska","Sarpy County",3.6874015,0.36486953,74731.59447,0.055492971,155739,"Midwest","Most Populated"
"1732","Nebraska","Saunders County",4.0419321,0.23647401,63689.02358,0.071922742,20381,"Midwest","Mid-range Population"
"1733","Nebraska","Scotts Bluff County",3.2684004,0.18909121,47562.59689,0.15014288,37238,"Midwest","More Populated"
"1734","Nebraska","Seward County",3.8534164,0.2784065,63321.10269,0.068487272,16841,"Midwest","Less Populated"
"1735","Nebraska","Sheridan County",2.6265094,0.22538368,43594.64363,0.16551881,5177,"Midwest","Least Populated"
"1736","Nebraska","Sherman County",3.8636534,0.15656789,46299,0.15340364,2883,"Midwest","Least Populated"
"1737","Nebraska","Sioux County",4.5508118,0.26035503,46667,0.093562871,1254,"Midwest","Least Populated"
"1738","Nebraska","Stanton County",3.5609252,0.12203494,58251.95595,0.11113384,6268,"Midwest","Least Populated"
"1739","Nebraska","Thayer County",2.9108777,0.16123857,45498.32536,0.12120159,5026,"Midwest","Least Populated"
"1740","Nebraska","Thomas County",NA,0.16245487,54286,0.096560843,553,"Midwest","Least Populated"
"1741","Nebraska","Thurston County",0.20638297,0.13102767,43071.39769,0.29164606,7424,"Midwest","Least Populated"
"1742","Nebraska","Valley County",3.0216517,0.17122638,46588.23944,0.15984972,4154,"Midwest","Least Populated"
"1743","Nebraska","Washington County",3.8771503,0.29160622,67862.08926,0.043311212,19837,"Midwest","Mid-range Population"
"1744","Nebraska","Wayne County",3.7753561,0.30382648,53747.55998,0.16177426,9339,"Midwest","Less Populated"
"1745","Nebraska","Webster County",2.8418391,0.12824385,41688.69465,0.14748237,3413,"Midwest","Least Populated"
"1746","Nebraska","Wheeler County",3.8872242,0.23529412,47452,0.12782957,776,"Midwest","Least Populated"
"1747","Nebraska","York County",3.6948044,0.21567622,54296.25064,0.071142986,13754,"Midwest","Less Populated"
"1748","Nevada","Churchill County",2.0735223,0.18311241,47307.36845,0.089334361,24367,"West","Mid-range Population"
"1749","Nevada","Clark County",2.7916155,0.21295805,55741.46282,0.11632331,1911769,"West","Most Populated"
"1750","Nevada","Douglas County",3.195507,0.26488468,63413.86508,0.079022922,45141,"West","More Populated"
"1751","Nevada","Elko County",2.2987778,0.15514928,75012.57141,0.071983658,48250,"West","More Populated"
"1752","Nevada","Esmeralda County",NA,0.21080369,43125,0.11210762,597,"West","Least Populated"
"1753","Nevada","Eureka County",3.1687064,0.17800167,70000,0.16183294,1773,"West","Least Populated"
"1754","Nevada","Humboldt County",2.4978833,0.13468112,69550.4211,0.11965369,18551,"West","Less Populated"
"1755","Nevada","Lander County",3.0058334,0.12925364,78077,0.12241444,5273,"West","Least Populated"
"1756","Nevada","Lincoln County",1.8440826,0.15749303,50315.60412,0.10449563,4757,"West","Least Populated"
"1757","Nevada","Lyon County",2.9468861,0.1312699,49999.80087,0.12286141,52869,"West","More Populated"
"1758","Nevada","Mineral County",0.86484754,0.08142779,37412.34514,0.20669056,4588,"West","Least Populated"
"1759","Nevada","Nye County",2.030462,0.10718777,43841.13305,0.19100097,43546,"West","More Populated"
"1760","Nevada","Pershing County",1.5505502,0.12409473,45192,0.13707961,6309,"West","Least Populated"
"1761","Nevada","Storey County",3.5693944,0.13869579,65508,0.055708908,4428,"West","Least Populated"
"1762","Nevada","Washoe County",3.1314788,0.26125595,60363.56998,0.12463846,418250,"West","Most Populated"
"1763","Nevada","White Pine County",1.6327494,0.13828219,58020.41785,0.16256534,9338,"West","Less Populated"
"1764","Nevada","Carson City",2.9612508,0.20694907,51374.67091,0.13778037,54945,"West","More Populated"
"1765","New Hampshire","Belknap County",3.9870927,0.26849994,61946.89797,0.086995207,61318,"Northeast","More Populated"
"1766","New Hampshire","Carroll County",4.2131391,0.2971426,55599.7407,0.095379122,48008,"Northeast","More Populated"
"1767","New Hampshire","Cheshire County",4.3506212,0.29694429,58234.09714,0.10744455,76774,"Northeast","More Populated"
"1768","New Hampshire","Coos County",3.6289654,0.16386427,44717.07993,0.12127395,31044,"Northeast","Mid-range Population"
"1769","New Hampshire","Grafton County",4.6583161,0.37814385,62057.10147,0.10160627,86249,"Northeast","More Populated"
"1770","New Hampshire","Hillsborough County",4.1621084,0.34323543,78919.39417,0.072728351,406426,"Northeast","Most Populated"
"1771","New Hampshire","Merrimack County",4.2473121,0.32730356,69556.91838,0.081943206,148608,"Northeast","Most Populated"
"1772","New Hampshire","Rockingham County",4.5887699,0.36578709,85946.25314,0.046419125,298734,"Northeast","Most Populated"
"1773","New Hampshire","Strafford County",4.1665525,0.32954589,63211.33248,0.11675671,123792,"Northeast","Most Populated"
"1774","New Hampshire","Sullivan County",4.4805236,0.25961193,59334.70493,0.10079458,42578,"Northeast","More Populated"
"1775","New Jersey","Atlantic County",3.0829146,0.23142885,59200.15659,0.12378302,272417,"Northeast","Most Populated"
"1776","New Jersey","Bergen County",4.1119437,0.44651589,97221.14505,0.058582604,900766,"Northeast","Most Populated"
"1777","New Jersey","Burlington County",3.5495603,0.33561841,86191.60351,0.053989362,445774,"Northeast","Most Populated"
"1778","New Jersey","Camden County",3.2752788,0.27121228,68481.25501,0.11368853,515869,"Northeast","Most Populated"
"1779","New Jersey","Cape May County",3.2223482,0.25495008,60986.37796,0.091517486,95948,"Northeast","Most Populated"
"1780","New Jersey","Cumberland County",2.2958243,0.13356611,50204.27472,0.16481408,158289,"Northeast","Most Populated"
"1781","New Jersey","Essex County",3.1639681,0.30970898,69774.65225,0.14735189,769156,"Northeast","Most Populated"
"1782","New Jersey","Gloucester County",3.5638978,0.27363646,80633.22921,0.073982351,290278,"Northeast","Most Populated"
"1783","New Jersey","Hudson County",3.0322254,0.33859366,64504.42083,0.14973448,600657,"Northeast","Most Populated"
"1784","New Jersey","Hunterdon County",4.3168669,0.47706708,113434.0892,0.040219232,130262,"Northeast","Most Populated"
"1785","New Jersey","Mercer County",3.4531047,0.38381395,85314.13428,0.099971361,367014,"Northeast","Most Populated"
"1786","New Jersey","Middlesex County",4.2077312,0.38587236,84759.62217,0.076709643,794857,"Northeast","Most Populated"
"1787","New Jersey","Monmouth County",3.8648362,0.39045122,95465.7375,0.063279264,645583,"Northeast","Most Populated"
"1788","New Jersey","Morris County",4.3962245,0.48873833,110513.2345,0.039924398,489112,"Northeast","Most Populated"
"1789","New Jersey","Ocean County",3.2860146,0.24596259,67751.09925,0.093188509,577671,"Northeast","Most Populated"
"1790","New Jersey","Passaic County",2.9095004,0.24309143,66796.13655,0.15324387,493430,"Northeast","Most Populated"
"1791","New Jersey","Salem County",3.1950226,0.18229339,63125.55681,0.10023759,66342,"Northeast","More Populated"
"1792","New Jersey","Somerset County",4.2675233,0.49844065,113290.4981,0.035416674,328930,"Northeast","Most Populated"
"1793","New Jersey","Sussex County",3.8624096,0.31448081,91084.06187,0.048276041,150908,"Northeast","Most Populated"
"1794","New Jersey","Union County",3.5508323,0.30786827,80727.42631,0.091827027,529886,"Northeast","Most Populated"
"1795","New Jersey","Warren County",3.6330812,0.28641471,76129.87708,0.067306004,109662,"Northeast","Most Populated"
"1796","New Mexico","Bernalillo County",2.6071255,0.30431655,52500.17744,0.15688731,648641,"West","Most Populated"
"1797","New Mexico","Catron County",NA,0.21317707,38142,0.15333702,3469,"West","Least Populated"
"1798","New Mexico","Chaves County",3.1445951,0.15112618,43496.60312,0.21021943,64012,"West","More Populated"
"1799","New Mexico","Cibola County",1.8273684,0.11402944,37311.00639,0.23323034,27120,"West","Mid-range Population"
"1800","New Mexico","Colfax County",3.5531421,0.19749877,33052.63825,0.17059644,12678,"West","Less Populated"
"1801","New Mexico","Curry County",2.9131627,0.17830165,45337.43209,0.19955947,46310,"West","More Populated"
"1802","New Mexico","De Baca County",NA,0.19740854,31197,0.21613996,1855,"West","Least Populated"
"1803","New Mexico","Doña Ana County",2.5700798,0.24414352,39472.04916,0.24811997,211617,"West","Most Populated"
"1804","New Mexico","Eddy County",2.9692659,0.1446512,60018.74501,0.13986026,52994,"West","More Populated"
"1805","New Mexico","Grant County",2.639627,0.23656841,39733.3311,0.15133187,29532,"West","Mid-range Population"
"1806","New Mexico","Guadalupe County",2.5754275,0.074358217,26692,0.28185225,4236,"West","Least Populated"
"1807","New Mexico","Harding County",NA,0.18165785,32404,0.19088016,669,"West","Least Populated"
"1808","New Mexico","Hidalgo County",1.6204191,0.15289091,34235.93277,0.22630157,4874,"West","Least Populated"
"1809","New Mexico","Lea County",2.535645,0.12510221,59357.23737,0.17769742,60281,"West","More Populated"
"1810","New Mexico","Lincoln County",1.8589205,0.2402892,40026.93116,0.13254039,21000,"West","Mid-range Population"
"1811","New Mexico","Los Alamos County",4.4830551,0.63890409,106026.4831,0.024562487,18423,"West","Less Populated"
"1812","New Mexico","Luna County",1.6184216,0.13594018,27184.37764,0.3312715,27187,"West","Mid-range Population"
"1813","New Mexico","McKinley County",2.0254931,0.10479337,30592.88803,0.33733574,71881,"West","More Populated"
"1814","New Mexico","Mora County",1.9755582,0.15404475,21190,0.11943936,4993,"West","Least Populated"
"1815","New Mexico","Otero County",3.0230391,0.17277983,40872.06798,0.20249122,64310,"West","More Populated"
"1816","New Mexico","Quay County",2.2140007,0.15052341,30392.61442,0.20992792,8990,"West","Less Populated"
"1817","New Mexico","Rio Arriba County",2.2692263,0.15882437,34350.41482,0.1975652,41154,"West","More Populated"
"1818","New Mexico","Roosevelt County",2.6009705,0.22422637,35153.59982,0.22940607,19521,"West","Mid-range Population"
"1819","New Mexico","Sandoval County",2.6901929,0.27511516,60712.34278,0.11125951,128541,"West","Most Populated"
"1820","New Mexico","San Juan County",2.2007701,0.14854833,49627.57383,0.20314999,124952,"West","Most Populated"
"1821","New Mexico","San Miguel County",2.202719,0.23235682,25948.71439,0.24861354,28450,"West","Mid-range Population"
"1822","New Mexico","Santa Fe County",2.4016311,0.38178435,57878.66795,0.1407911,149356,"West","Most Populated"
"1823","New Mexico","Sierra County",2.5435531,0.16886996,31166.32274,0.22756238,12982,"West","Less Populated"
"1824","New Mexico","Socorro County",2.1144199,0.22800729,34902.2249,0.26687685,18108,"West","Less Populated"
"1825","New Mexico","Taos County",1.9466233,0.29997948,35854.71509,0.17498867,31797,"West","Mid-range Population"
"1826","New Mexico","Torrance County",2.5175781,0.14079988,32759.27834,0.19175604,16455,"West","Less Populated"
"1827","New Mexico","Union County",2.9533935,0.17812499,36420,0.098057143,3758,"West","Least Populated"
"1828","New Mexico","Valencia County",2.4838207,0.16426952,41898.64491,0.18485139,73729,"West","More Populated"
"1829","New York","Albany County",3.2698531,0.3675414,64774.91594,0.12391699,295765,"Northeast","Most Populated"
"1830","New York","Allegany County",2.8684928,0.20854814,44538.56181,0.16537805,49143,"Northeast","More Populated"
"1831","New York","Bronx County",3.219661,0.16672772,37798.28863,0.28641656,1402250,"Northeast","Most Populated"
"1832","New York","Broome County",2.8754721,0.2630035,49457.20866,0.15350898,191918,"Northeast","Most Populated"
"1833","New York","Cattaraugus County",2.9971073,0.18072119,44689.73336,0.15954839,79133,"Northeast","More Populated"
"1834","New York","Cayuga County",2.9498882,0.18337288,54441.0829,0.12373867,79117,"Northeast","More Populated"
"1835","New York","Chautauqua County",2.4370875,0.20778851,44595.42417,0.1721238,132705,"Northeast","Most Populated"
"1836","New York","Chemung County",2.788321,0.20747045,51249.12589,0.15524983,88231,"Northeast","More Populated"
"1837","New York","Chenango County",2.5026314,0.17059898,47090.43049,0.13653997,49863,"Northeast","More Populated"
"1838","New York","Clinton County",2.8927219,0.22321421,52149.61807,0.16058224,81372,"Northeast","More Populated"
"1839","New York","Columbia County",2.443908,0.2841942,61497.91792,0.093993038,61621,"Northeast","More Populated"
"1840","New York","Cortland County",2.4009309,0.25186497,51417.97963,0.13459395,47747,"Northeast","More Populated"
"1841","New York","Delaware County",3.1612418,0.18847263,45478.95211,0.13268872,44767,"Northeast","More Populated"
"1842","New York","Dutchess County",3.0346751,0.32143351,75497.89556,0.086500511,292460,"Northeast","Most Populated"
"1843","New York","Erie County",3.1020415,0.29266965,57361.80167,0.13954365,906245,"Northeast","Most Populated"
"1844","New York","Essex County",2.2801251,0.25612938,53629.91001,0.1292184,37354,"Northeast","More Populated"
"1845","New York","Franklin County",2.1462798,0.17520712,49238.46805,0.14376594,49911,"Northeast","More Populated"
"1846","New York","Fulton County",2.5335622,0.14124928,46908.13726,0.1699041,55073,"Northeast","More Populated"
"1847","New York","Genesee County",3.3045342,0.20022644,53393.27772,0.11723631,57942,"Northeast","More Populated"
