"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"1","Alabama","Autauga County",2.7598643,0.22199036,54052.80446,0.10591765,51032,"South","More Populated"
"2","Alabama","Baldwin County",2.7925096,0.26071036,52003.09347,0.1229422,183597,"South","Most Populated"
"3","Alabama","Barbour County",1.6000091,0.13349621,33114.85483,0.25063077,29612,"South","Mid-range Population"
"4","Alabama","Bibb County",1.5316743,0.099240527,39846.44652,0.12684989,21392,"South","Mid-range Population"
"5","Alabama","Blount County",2.8154035,0.1263345,46361.1224,0.13313791,58271,"South","More Populated"
"6","Alabama","Bullock County",1.039439,0.10972187,31304.7834,0.28044859,10819,"South","Less Populated"
"7","Alabama","Butler County",1.5268495,0.10806212,34026.98725,0.2555584,20036,"South","Mid-range Population"
"8","Alabama","Calhoun County",3.2839758,0.1634185,42474.47306,0.20056167,113428,"South","Most Populated"
"9","Alabama","Chambers County",2.1440363,0.10888611,35054.86006,0.20377946,34029,"South","Mid-range Population"
"10","Alabama","Cherokee County",1.712031,0.10722729,38793.72,0.17228937,24409,"South","Mid-range Population"
"11","Alabama","Chilton County",3.1304917,0.12215477,42600.33087,0.18464307,43153,"South","More Populated"
"12","Alabama","Choctaw County",1.9019498,0.10668433,33545.75965,0.18936156,13832,"South","Less Populated"
"13","Alabama","Clarke County",1.4487185,0.13354266,32990.17214,0.2898961,25776,"South","Mid-range Population"
"14","Alabama","Clay County",1.6756015,0.096151501,38532.55383,0.18940292,13475,"South","Less Populated"
"15","Alabama","Cleburne County",3.0739887,0.085138939,35424.61161,0.17499053,14870,"South","Less Populated"
"16","Alabama","Coffee County",3.3043158,0.22555889,48731.14227,0.17204374,48889,"South","More Populated"
"17","Alabama","Colbert County",2.5650976,0.16347194,44635.24588,0.15770689,54635,"South","More Populated"
"18","Alabama","Conecuh County",3.0408378,0.095982991,27179.65452,0.30871755,12767,"South","Less Populated"
"19","Alabama","Coosa County",1.5093206,0.11157417,32466.45316,0.15943986,10601,"South","Less Populated"
"20","Alabama","Covington County",3.3432653,0.13228455,38438.14214,0.18594746,36704,"South","More Populated"
"21","Alabama","Crenshaw County",3.1199837,0.09997008,37405.65741,0.17299487,13552,"South","Less Populated"
"22","Alabama","Cullman County",3.8820558,0.13853914,40006.76532,0.16704641,81956,"South","More Populated"
"23","Alabama","Dale County",2.1926258,0.17768152,44360.61071,0.14918132,48064,"South","More Populated"
"24","Alabama","Dallas County",2.4282541,0.14476024,29831.22974,0.30944481,41871,"South","More Populated"
"25","Alabama","DeKalb County",1.8044913,0.10936511,38165.26684,0.19802214,69610,"South","More Populated"
"26","Alabama","Elmore County",2.4378459,0.20373544,53344.91632,0.1244408,79943,"South","More Populated"
"27","Alabama","Escambia County",2.5624282,0.11105679,34020.0273,0.23885591,37624,"South","More Populated"
"28","Alabama","Etowah County",2.2325947,0.15570724,42642.39676,0.16932258,103550,"South","Most Populated"
"29","Alabama","Fayette County",2.8168795,0.095884889,37609.14425,0.18006542,17327,"South","Less Populated"
"30","Alabama","Franklin County",3.0787928,0.11616155,35948.96247,0.19352701,31327,"South","Mid-range Population"
"31","Alabama","Geneva County",2.8225119,0.080226541,37156.26275,0.1628221,25960,"South","Mid-range Population"
"32","Alabama","Greene County",5.4682393,0.10032849,22044.67264,0.30788875,8574,"South","Least Populated"
"33","Alabama","Hale County",3.3120985,0.098670676,34352.00539,0.2393391,17796,"South","Less Populated"
"34","Alabama","Henry County",2.3784873,0.15416268,41867.6909,0.14818823,16679,"South","Less Populated"
"35","Alabama","Houston County",2.8737555,0.18677431,43804.36164,0.16957289,101594,"South","Most Populated"
"36","Alabama","Jackson County",2.9614308,0.11945152,38397.1416,0.17339577,52403,"South","More Populated"
"37","Alabama","Jefferson County",2.3716967,0.28971264,53685.59755,0.15364602,665494,"South","Most Populated"
"38","Alabama","Lamar County",2.8613338,0.091274597,34275.98551,0.18666232,13986,"South","Less Populated"
"39","Alabama","Lauderdale County",3.2964609,0.21347624,45105.41107,0.1813309,89107,"South","More Populated"
"40","Alabama","Lawrence County",3.0386004,0.10559116,42143.00111,0.13738443,34205,"South","Mid-range Population"
"41","Alabama","Lee County",2.8300865,0.33768472,47042.23374,0.20106012,139307,"South","Most Populated"
"42","Alabama","Limestone County",2.4035375,0.21240342,53043.97416,0.1312196,80102,"South","More Populated"
"43","Alabama","Lowndes County",0.83335233,0.1262159,29663.6905,0.27049699,12159,"South","Less Populated"
"44","Alabama","Macon County",2.2081928,0.21686576,31926.10022,0.29852092,21671,"South","Mid-range Population"
"45","Alabama","Madison County",2.6738648,0.36884248,65813.95819,0.12136907,331545,"South","Most Populated"
"46","Alabama","Marengo County",3.2559211,0.17990237,31508.0486,0.23394524,20704,"South","Mid-range Population"
"47","Alabama","Marion County",4.3869233,0.087795861,34855.24015,0.17642032,28945,"South","Mid-range Population"
"48","Alabama","Marshall County",3.2309623,0.1437083,39996.98107,0.19746757,91168,"South","Most Populated"
"49","Alabama","Mobile County",2.9671228,0.1940833,45875.67642,0.19186655,411536,"South","Most Populated"
"50","Alabama","Monroe County",1.4252567,0.11204164,29748.31802,0.253995,22114,"South","Mid-range Population"
"51","Alabama","Montgomery County",1.8751533,0.30478498,48109.98767,0.18946397,226075,"South","Most Populated"
"52","Alabama","Morgan County",2.8007281,0.1871223,47338.91675,0.15244614,117944,"South","Most Populated"
"53","Alabama","Perry County",3.0117438,0.13166387,23203.91011,0.28285909,10653,"South","Less Populated"
"54","Alabama","Pickens County",1.0639271,0.11494197,32346.80533,0.25956264,19017,"South","Mid-range Population"
"55","Alabama","Pike County",2.4254091,0.25556156,33440.31536,0.28767753,30704,"South","Mid-range Population"
"56","Alabama","Randolph County",2.209461,0.12487124,37534.27517,0.21426156,22521,"South","Mid-range Population"
"57","Alabama","Russell County",2.0845604,0.11957746,39548.03945,0.22539032,52074,"South","More Populated"
"58","Alabama","St. Clair County",2.7617831,0.14495531,55328.78486,0.10688303,82649,"South","More Populated"
"59","Alabama","Shelby County",2.6697447,0.39679483,74813.45715,0.073837899,195374,"South","Most Populated"
"60","Alabama","Sumter County",1.4651419,0.13427892,20170.89138,0.34869125,12751,"South","Less Populated"
"61","Alabama","Talladega County",2.5955334,0.12097263,38162.27894,0.18499839,80145,"South","More Populated"
"62","Alabama","Tallapoosa County",1.5429493,0.15572086,39655.54618,0.17421976,40569,"South","More Populated"
"63","Alabama","Tuscaloosa County",2.3745196,0.26493892,49409.27528,0.21566455,186912,"South","Most Populated"
"64","Alabama","Walker County",3.0647604,0.094960697,37432.20873,0.18403971,68265,"South","More Populated"
"65","Alabama","Washington County",1.726289,0.091865979,39395.12587,0.1954826,17070,"South","Less Populated"
"66","Alabama","Wilcox County",1.3172414,0.13182236,25294.51928,0.37359256,12100,"South","Less Populated"
"67","Alabama","Winston County",2.5491889,0.11445996,33836.78174,0.20380414,23633,"South","Mid-range Population"
"68","Alaska","Aleutians East Borough",NA,0.096453428,65926,0.10419486,2791,"West","Least Populated"
"69","Alaska","Aleutians West Census Area",3.5979075,0.090228207,85068.89103,0.12547597,4699,"West","Least Populated"
"70","Alaska","Anchorage Municipality",3.1329191,0.3187848,85058.10973,0.080088682,290492,"West","Most Populated"
"71","Alaska","Bethel Census Area",-0.66132653,0.13704893,52644.70364,0.18403779,17620,"West","Less Populated"
"72","Alaska","Bristol Bay Borough",NA,0.15880503,88000,0.050000001,904,"West","Least Populated"
"73","Alaska","Denali Borough",3.4848018,0.27520758,81302,0.046462514,1850,"West","Least Populated"
"74","Alaska","Dillingham Census Area",0.99625593,0.19728933,55189.92201,0.17870413,5032,"West","Least Populated"
"75","Alaska","Fairbanks North Star Borough",3.2001278,0.27057645,74237.95875,0.076863445,98357,"West","Most Populated"
"76","Alaska","Haines Borough",3.1474195,0.33055091,53125,0.072259642,2425,"West","Least Populated"
"77","Alaska","Hoonah-Angoon Census Area",NA,0.28003019,53805.10233,0.16257845,2067,"West","Least Populated"
"78","Alaska","Juneau City and Borough",2.9375267,0.33893424,85737.37298,0.066278726,31305,"West","Mid-range Population"
"79","Alaska","Kenai Peninsula Borough",3.4423058,0.22409762,65850.88453,0.095499016,55634,"West","More Populated"
"80","Alaska","Ketchikan Gateway Borough",2.9532373,0.2425018,67538.93522,0.082963258,13247,"West","Less Populated"
"81","Alaska","Kodiak Island Borough",2.692416,0.22636457,81082.35499,0.10641581,13452,"West","Less Populated"
"82","Alaska","Lake and Peninsula Borough",2.3988495,0.13538875,43864,0.21424149,1498,"West","Least Populated"
"83","Alaska","Matanuska-Susitna Borough",3.2028072,0.20622398,74349.07996,0.10120928,91415,"West","Most Populated"
"84","Alaska","Nome Census Area",1.457052,0.13805065,53273.24062,0.23934485,9606,"West","Less Populated"
"85","Alaska","North Slope Borough",1.1101568,0.14633943,72450.56526,0.12548883,6948,"West","Least Populated"
"86","Alaska","Northwest Arctic Borough",0.58294868,0.1238078,61471.09345,0.19725221,7554,"West","Least Populated"
"87","Alaska","Petersburg Census Area",2.5278206,0.27410418,63940,0.097370476,3788,"West","Least Populated"
"88","Alaska","Prince of Wales-Hyder Census Area",2.7300873,0.17577676,52387.62811,0.14083327,5717,"West","Least Populated"
"89","Alaska","Sitka City and Borough",3.2028825,0.29123083,68389.89562,0.06792251,8666,"West","Least Populated"
"90","Alaska","Skagway Municipality",NA,0.32271469,64853,0.10842294,899,"West","Least Populated"
"91","Alaska","Southeast Fairbanks Census Area",3.032402,0.20654084,67793.66041,0.098666511,6959,"West","Least Populated"
"92","Alaska","Valdez-Cordova Census Area",3.6165285,0.23791298,72605.19593,0.071700685,9514,"West","Less Populated"
"93","Alaska","Wade Hampton Census Area",-0.2462012,0.077088453,NA,0.31375748,7770,"West","Least Populated"
"94","Alaska","Wrangell City and Borough",3.8934619,0.16242662,52986,0.082935303,2167,"West","Least Populated"
"95","Alaska","Yakutat City and Borough",NA,0.17948718,66875,0.04265403,724,"West","Least Populated"
"96","Alaska","Yukon-Koyukuk Census Area",1.8659627,0.11384125,38569.45472,0.23679918,5762,"West","Least Populated"
"97","Arizona","Apache County",1.6169322,0.10242437,31463.72796,0.34455413,71256,"West","More Populated"
"98","Arizona","Cochise County",2.9489548,0.21427867,46652.0664,0.15645339,130304,"West","Most Populated"
"99","Arizona","Coconino County",2.8935094,0.2984471,50692.86684,0.20848833,130949,"West","Most Populated"
"100","Arizona","Gila County",2.2503889,0.14281085,40390.11818,0.18918873,52216,"West","More Populated"
"101","Arizona","Graham County",3.3051391,0.14115688,46583.6101,0.19047739,36594,"West","More Populated"
"102","Arizona","Greenlee County",3.7247963,0.12809056,51050.84568,0.13726678,7723,"West","Least Populated"
"103","Arizona","La Paz County",2.4132349,0.089579955,36783.50261,0.19388899,19770,"West","Mid-range Population"
"104","Arizona","Maricopa County",3.460727,0.28014687,61673.77731,0.13974999,4063802,"West","Most Populated"
"105","Arizona","Mohave County",3.5140235,0.1193167,40380.18878,0.16088273,194299,"West","Most Populated"
"106","Arizona","Navajo County",2.8389716,0.13573605,36195.78562,0.24467954,113353,"West","Most Populated"
"107","Arizona","Pima County",3.1437624,0.28391373,50349.61164,0.1643203,1027226,"West","Most Populated"
"108","Arizona","Pinal County",2.8502119,0.17514139,51648.96633,0.13272186,371680,"West","Most Populated"
"109","Arizona","Santa Cruz County",3.0082901,0.17628373,38725.8396,0.24561115,43716,"West","More Populated"
"110","Arizona","Yavapai County",3.1019976,0.22697513,46530.17479,0.1376577,215102,"West","Most Populated"
"111","Arizona","Yuma County",2.959877,0.13146718,44266.24319,0.20879522,198637,"West","Most Populated"
"112","Arkansas","Arkansas County",2.8419325,0.14228745,39093.43988,0.18717131,18956,"South","Mid-range Population"
"113","Arkansas","Ashley County",3.2626781,0.13808717,36757.41981,0.18408377,21939,"South","Mid-range Population"
"114","Arkansas","Baxter County",3.2335916,0.14498693,37757.73307,0.15581003,42032,"South","More Populated"
"115","Arkansas","Benton County",4.0846462,0.26199141,59899.08347,0.11599606,231564,"South","Most Populated"
"116","Arkansas","Boone County",5.0462875,0.1446503,38785.27849,0.16143942,36853,"South","More Populated"
"117","Arkansas","Bradley County",1.873879,0.12509087,33854.41111,0.30446175,11761,"South","Less Populated"
"118","Arkansas","Calhoun County",2.6398411,0.063202091,37262.74497,0.12055805,5069,"South","Least Populated"
"119","Arkansas","Carroll County",3.2393897,0.16456702,38172.84559,0.17504969,28440,"South","Mid-range Population"
"120","Arkansas","Chicot County",2.9025805,0.12601423,30894.02,0.33706415,11800,"South","Less Populated"
"121","Arkansas","Clark County",3.265244,0.22585374,36277.98735,0.24591568,23753,"South","Mid-range Population"
"122","Arkansas","Clay County",3.4257894,0.087931372,32158.77641,0.18722416,15502,"South","Less Populated"
"123","Arkansas","Cleburne County",3.1420858,0.13612647,41572.76658,0.17507556,25565,"South","Mid-range Population"
"124","Arkansas","Cleveland County",2.6485505,0.13953713,42926.32812,0.15105014,8482,"South","Least Populated"
"125","Arkansas","Columbia County",2.8583229,0.2138333,39310.60834,0.23174115,23858,"South","Mid-range Population"
"126","Arkansas","Conway County",3.8290083,0.13686781,37175.59545,0.16878843,20851,"South","Mid-range Population"
"127","Arkansas","Craighead County",3.7205071,0.22739704,47433.95778,0.20256589,97079,"South","Most Populated"
"128","Arkansas","Crawford County",2.6075034,0.12794554,41954.29709,0.18190458,60412,"South","More Populated"
"129","Arkansas","Crittenden County",2.8143556,0.14103176,44509.04953,0.27269152,53161,"South","More Populated"
"130","Arkansas","Cross County",2.6878955,0.12482068,41677.01226,0.16752127,18500,"South","Less Populated"
"131","Arkansas","Dallas County",2.5755684,0.12653838,36456.48669,0.18022119,7852,"South","Least Populated"
"132","Arkansas","Desha County",2.722713,0.13800943,27365.24062,0.27664354,13255,"South","Less Populated"
"133","Arkansas","Drew County",3.7336411,0.1998022,33969.17024,0.23809615,18686,"South","Mid-range Population"
"134","Arkansas","Faulkner County",3.7551522,0.27479336,52810.99034,0.15474914,112255,"South","Most Populated"
"135","Arkansas","Franklin County",3.3623166,0.11629019,39884.4016,0.17678745,17968,"South","Less Populated"
"136","Arkansas","Fulton County",4.8289404,0.098145075,35691.27513,0.20396073,11453,"South","Less Populated"
"137","Arkansas","Garland County",3.3942423,0.20023586,41703.82816,0.17814304,98848,"South","Most Populated"
"138","Arkansas","Grant County",3.1503377,0.15015951,48056.38795,0.088442884,17935,"South","Less Populated"
"139","Arkansas","Greene County",2.880573,0.11891735,45322.51751,0.16271152,41437,"South","More Populated"
"140","Arkansas","Hempstead County",2.1386013,0.14644267,33867.12048,0.2362949,23100,"South","Mid-range Population"
"141","Arkansas","Hot Spring County",3.5417521,0.12604921,44741.21602,0.1194883,32071,"South","Mid-range Population"
"142","Arkansas","Howard County",2.9237556,0.12402026,36618.10349,0.22020102,14494,"South","Less Populated"
"143","Arkansas","Independence County",3.5232255,0.14737046,39167.76421,0.19356509,35151,"South","Mid-range Population"
"144","Arkansas","Izard County",3.6926005,0.11953536,36393.65567,0.18847555,12991,"South","Less Populated"
"145","Arkansas","Jackson County",3.1669462,0.069937028,31058.32711,0.25506166,16429,"South","Less Populated"
"146","Arkansas","Jefferson County",2.3488615,0.16847891,38466.20291,0.22057746,78386,"South","More Populated"
"147","Arkansas","Johnson County",2.7625952,0.15084438,34188.42169,0.19699845,25274,"South","Mid-range Population"
"148","Arkansas","Lafayette County",3.2900198,0.13317572,29868.74454,0.19775578,7482,"South","Least Populated"
"149","Arkansas","Lawrence County",3.5558407,0.092552841,33839.14562,0.24468684,16804,"South","Less Populated"
"150","Arkansas","Lee County",0.81643963,0.087131917,26428.54758,0.28840211,10289,"South","Less Populated"
"151","Arkansas","Lincoln County",2.518774,0.085683815,32063.73122,0.28390163,13432,"South","Less Populated"
"152","Arkansas","Little River County",3.3753629,0.11914271,35230.36391,0.18871719,12866,"South","Less Populated"
"153","Arkansas","Logan County",3.4269996,0.11463495,36670.2431,0.14224619,22217,"South","Mid-range Population"
"154","Arkansas","Lonoke County",3.2570727,0.16973901,56336.62271,0.12266467,67527,"South","More Populated"
"155","Arkansas","Madison County",2.369014,0.13515788,40351.27709,0.18855692,16012,"South","Less Populated"
"156","Arkansas","Marion County",3.0161951,0.14786737,34308.69387,0.15292884,16382,"South","Less Populated"
"157","Arkansas","Miller County",3.0722041,0.12577756,40423.48858,0.18712205,43912,"South","More Populated"
"158","Arkansas","Mississippi County",2.3623002,0.10857307,35294.73642,0.25506178,46132,"South","More Populated"
"159","Arkansas","Monroe County",3.0276551,0.12199654,31124.74954,0.22713536,7958,"South","Least Populated"
"160","Arkansas","Montgomery County",4.1970243,0.096883997,34860.87414,0.1967255,8908,"South","Least Populated"
"161","Arkansas","Nevada County",2.7069647,0.10757889,29350.15161,0.19905634,9059,"South","Less Populated"
"162","Arkansas","Newton County",3.5616355,0.12188023,33733.67899,0.22493102,8174,"South","Least Populated"
"163","Arkansas","Ouachita County",2.3245578,0.13040593,31986.97025,0.20193043,25522,"South","Mid-range Population"
"164","Arkansas","Perry County",3.6733148,0.10509984,46231.74303,0.15047021,10220,"South","Less Populated"
"165","Arkansas","Phillips County",2.4242942,0.11685891,26513.03443,0.32684377,20549,"South","Mid-range Population"
"166","Arkansas","Pike County",3.1092336,0.12333129,35056.90594,0.20917885,10605,"South","Less Populated"
"167","Arkansas","Poinsett County",3.3958285,0.088651933,35280.53822,0.25264129,24715,"South","Mid-range Population"
"168","Arkansas","Polk County",3.0884113,0.10188532,33603.40267,0.20493734,20342,"South","Mid-range Population"
"169","Arkansas","Pope County",3.8357649,0.19899012,41897.18146,0.18831782,60885,"South","More Populated"
"170","Arkansas","Prairie County",2.6045969,0.11513904,37846.54676,0.15170214,8503,"South","Least Populated"
"171","Arkansas","Pulaski County",2.64116,0.30047801,51051.52914,0.16352996,383347,"South","Most Populated"
"172","Arkansas","Randolph County",3.3535357,0.11114775,36814.15176,0.19762005,17979,"South","Less Populated"
"173","Arkansas","St. Francis County",1.9252871,0.10778829,33037.88948,0.29907337,26051,"South","Mid-range Population"
"174","Arkansas","Saline County",3.7694011,0.22331701,59334.06356,0.10108703,100819,"South","Most Populated"
"175","Arkansas","Scott County",2.6069086,0.089833818,37501.75376,0.23720989,11243,"South","Less Populated"
"176","Arkansas","Searcy County",3.3976736,0.090950415,35964.82697,0.22666965,7860,"South","Least Populated"
"177","Arkansas","Sebastian County",2.9565032,0.17327446,42356.35576,0.18231079,124454,"South","Most Populated"
"178","Arkansas","Sevier County",3.9039428,0.090758987,38205.46981,0.23035425,17216,"South","Less Populated"
"179","Arkansas","Sharp County",3.9018569,0.12578799,31829.5731,0.21543796,17538,"South","Less Populated"
"180","Arkansas","Stone County",3.4332485,0.1056185,30695.4202,0.23487176,11964,"South","Less Populated"
"181","Arkansas","Union County",2.7966676,0.16039665,40141.23488,0.21335699,42437,"South","More Populated"
"182","Arkansas","Van Buren County",3.6084449,0.13038938,35164.83435,0.22583862,16184,"South","Less Populated"
"183","Arkansas","Washington County",3.4751892,0.27106306,48023.88104,0.18787046,204041,"South","Most Populated"
"184","Arkansas","White County",2.921545,0.17776708,43024.79352,0.15920095,77617,"South","More Populated"
"185","Arkansas","Woodruff County",3.287509,0.090590253,30262.19477,0.22878365,7238,"South","Least Populated"
"186","Arkansas","Yell County",3.96964,0.09991926,39797.79243,0.17725517,22591,"South","Mid-range Population"
"187","California","Alameda County",2.9569743,0.3961249,86951.77506,0.11625703,1504411,"West","Most Populated"
"188","California","Alpine County",NA,0.29733333,62375,0.13122173,1001,"West","Least Populated"
"189","California","Amador County",2.2525249,0.18867403,58592.17484,0.077970259,37851,"West","More Populated"
"190","California","Butte County",1.8189616,0.2419899,46767.08559,0.18590184,220195,"West","Most Populated"
"191","California","Calaveras County",2.0303447,0.19633332,54933.55371,0.084632061,46313,"West","More Populated"
"192","California","Colusa County",1.7971562,0.1175394,56147.03301,0.14941034,21549,"West","Mid-range Population"
"193","California","Contra Costa County",2.8608387,0.37109825,93226.6463,0.090110563,1055952,"West","Most Populated"
"194","California","Del Norte County",2.2348237,0.14452294,43363.8007,0.21644425,29147,"West","Mid-range Population"
"195","California","El Dorado County",2.9566143,0.3141996,78292.09393,0.079138055,178471,"West","Most Populated"
"196","California","Fresno County",2.339963,0.18458092,48992.47628,0.2259327,924691,"West","Most Populated"
"197","California","Glenn County",1.5501615,0.16109593,41668.59733,0.17415123,28184,"West","Mid-range Population"
"198","California","Humboldt County",2.0224214,0.2633675,43371.90886,0.18122762,130025,"West","Most Populated"
"199","California","Imperial County",1.7264649,0.12441705,45366.49171,0.21059938,169354,"West","Most Populated"
"200","California","Inyo County",2.6441929,0.20851487,52256.16699,0.11889647,17190,"West","Less Populated"
"201","California","Kern County",1.8224961,0.14002854,52884.90677,0.20443068,814852,"West","Most Populated"
"202","California","Kings County",1.7991503,0.11977366,50246.35064,0.18023399,148760,"West","Most Populated"
"203","California","Lake County",1.8630451,0.1616073,39996.10601,0.19341661,65680,"West","More Populated"
"204","California","Lassen County",1.552906,0.12768786,51397.36512,0.12421285,34111,"West","Mid-range Population"
"205","California","Los Angeles County",2.5667319,0.27022794,63038.5258,0.15765688,9880569,"West","Most Populated"
"206","California","Madera County",1.7277009,0.12654811,46327.32994,0.19615072,150758,"West","Most Populated"
"207","California","Marin County",3.3024766,0.53515613,104187.7281,0.070430674,252576,"West","Most Populated"
"208","California","Mariposa County",2.3780675,0.20662053,52313.8816,0.12387232,17677,"West","Less Populated"
"209","California","Mendocino County",1.2909892,0.2205933,44625.58202,0.17056894,85844,"West","More Populated"
"210","California","Merced County",2.1460238,0.12479172,46739.90068,0.21672833,249404,"West","Most Populated"
"211","California","Modoc County",0.90701133,0.15548679,41802.92556,0.18382464,9121,"West","Less Populated"
"212","California","Mono County",1.5604309,0.29829398,57148.86741,0.12088188,12963,"West","Less Populated"
"213","California","Monterey County",1.9695201,0.20963904,63593.62647,0.14157094,415400,"West","Most Populated"
"214","California","Napa County",2.2633035,0.29875234,77820.6255,0.099867798,136120,"West","Most Populated"
"215","California","Nevada County",2.3722563,0.31873947,60488.95739,0.092753083,97868,"West","Most Populated"
"216","California","Orange County",3.0700145,0.35066748,81833.63488,0.10259308,3058905,"West","Most Populated"
"217","California","Placer County",3.0511267,0.34500164,82276.55074,0.065743402,353605,"West","Most Populated"
"218","California","Plumas County",2.5788043,0.19269134,49303.65457,0.12356482,19861,"West","Mid-range Population"
"219","California","Riverside County",2.3449244,0.1994096,62371.07843,0.13406983,2176129,"West","Most Populated"
"220","California","Sacramento County",2.1885769,0.27216095,61904.74163,0.13777713,1412333,"West","Most Populated"
"221","California","San Benito County",1.6287466,0.1791753,75652.83892,0.11431625,56164,"West","More Populated"
"222","California","San Bernardino County",2.1422117,0.1769464,58416.76578,0.14801885,2040080,"West","Most Populated"
"223","California","San Diego County",2.8685353,0.32833698,72108.4692,0.1243061,3076745,"West","Most Populated"
"224","California","San Francisco County",3.3369303,0.49837339,90661.26813,0.1217569,816159,"West","Most Populated"
"225","California","San Joaquin County",1.6530741,0.17287539,58595.54156,0.1594028,683494,"West","Most Populated"
"226","California","San Luis Obispo County",2.9211826,0.31214231,64826.96159,0.14602917,268511,"West","Most Populated"
"227","California","San Mateo County",3.2493401,0.43202016,105958.6682,0.07008975,724877,"West","Most Populated"
"228","California","Santa Barbara County",2.4623661,0.29600796,68836.634,0.14256071,408969,"West","Most Populated"
"229","California","Santa Clara County",3.6094806,0.44245085,106252.3968,0.091045938,1807547,"West","Most Populated"
"230","California","Santa Cruz County",2.105087,0.36805743,71044.4096,0.12883821,258347,"West","Most Populated"
"231","California","Shasta County",2.3919048,0.20060487,48288.54177,0.16586187,181224,"West","Most Populated"
"232","California","Sierra County",2.4626532,0.22982322,43984,0.10866329,3161,"West","Least Populated"
"233","California","Siskiyou County",2.1070728,0.22507608,40503.05261,0.17045239,44611,"West","More Populated"
"234","California","Solano County",2.2406671,0.23991148,72553.77643,0.10367498,409289,"West","Most Populated"
"235","California","Sonoma County",2.2127702,0.30531508,69339.25056,0.10417484,476257,"West","Most Populated"
"236","California","Stanislaus County",1.9494953,0.157603,53180.10313,0.16463268,512183,"West","Most Populated"
"237","California","Sutter County",2.4269974,0.18524955,55615.32223,0.14178988,92631,"West","Most Populated"
"238","California","Tehama County",2.1117342,0.12409122,41258.35881,0.20100804,61692,"West","More Populated"
"239","California","Trinity County",2.9368484,0.1920249,35701.66829,0.15195882,14192,"West","Less Populated"
"240","California","Tulare County",1.9168948,0.12423898,44689.76273,0.22826511,435098,"West","Most Populated"
"241","California","Tuolumne County",2.4211075,0.18502432,51440.98949,0.11571394,54418,"West","More Populated"
"242","California","Ventura County",2.3496952,0.29672334,82697.31655,0.09454146,810359,"West","Most Populated"
"243","California","Yolo County",2.6189711,0.39999434,60858.96076,0.17344221,200495,"West","Most Populated"
"244","California","Yuba County",2.4820232,0.12208927,50150.40809,0.19517076,73227,"West","More Populated"
"245","Colorado","Adams County",3.1625357,0.20083889,63833.1533,0.13613659,448734,"West","Most Populated"
"246","Colorado","Alamosa County",3.6376641,0.25294462,37507.11836,0.23936579,15670,"West","Less Populated"
"247","Colorado","Arapahoe County",3.8129478,0.37447494,75325.76692,0.11592246,576807,"West","Most Populated"
"248","Colorado","Archuleta County",2.9017279,0.3899489,45798.12926,0.083586104,12321,"West","Less Populated"
"249","Colorado","Baca County",4.6905918,0.1897468,37709.90232,0.14295538,3771,"West","Least Populated"
"250","Colorado","Bent County",4.6983385,0.13209681,34773,0.23991552,6723,"West","Least Populated"
"251","Colorado","Boulder County",4.3933187,0.5719403,77515.89492,0.13164347,304384,"West","Most Populated"
"252","Colorado","Broomfield County",4.0408792,0.45797268,88180.43186,0.053766362,56814,"West","More Populated"
"253","Colorado","Chaffee County",3.5936515,0.32752493,51147.50328,0.11629666,17123,"West","Less Populated"
"254","Colorado","Cheyenne County",NA,0.18454364,54375,0.12134293,1704,"West","Least Populated"
"255","Colorado","Clear Creek County",3.9767222,0.41479254,70879.65218,0.078191541,8768,"West","Least Populated"
"256","Colorado","Conejos County",3.6442776,0.18580416,36527.26211,0.17786738,8016,"West","Least Populated"
"257","Colorado","Costilla County",NA,0.14316078,25946.29342,0.28554055,3178,"West","Least Populated"
"258","Colorado","Crowley County",4.9114428,0.12165681,31719,0.21002452,6507,"West","Least Populated"
"259","Colorado","Custer County",5.0261712,0.29166666,38605,0.15106438,4071,"West","Least Populated"
"260","Colorado","Delta County",3.7701428,0.17961693,41910.5955,0.13221653,31025,"West","Mid-range Population"
"261","Colorado","Denver County",2.9667957,0.38198137,61096.43229,0.19083044,626876,"West","Most Populated"
"262","Colorado","Dolores County",3.3177133,0.14876033,32240,0.15978098,1939,"West","Least Populated"
"263","Colorado","Douglas County",4.5260663,0.54559797,109700.7433,0.028260361,293756,"West","Most Populated"
"264","Colorado","Eagle County",3.5876911,0.45145121,82361.30663,0.094250232,53372,"West","More Populated"
"265","Colorado","Elbert County",4.0046325,0.29211572,91709.26228,0.034559444,23499,"West","Mid-range Population"
"266","Colorado","El Paso County",4.0978227,0.33977646,67021.42782,0.11162039,617908,"West","Most Populated"
"267","Colorado","Fremont County",3.90833,0.17126945,44138.56304,0.16897105,47509,"West","More Populated"
"268","Colorado","Garfield County",3.3819764,0.24033463,63289.12708,0.091607034,55438,"West","More Populated"
"269","Colorado","Gilpin County",3.7456584,0.33688647,67544,0.11001965,5692,"West","Least Populated"
"270","Colorado","Grand County",4.3797574,0.30179122,66098.77457,0.064846963,13733,"West","Less Populated"
"271","Colorado","Gunnison County",3.7066379,0.45308527,52955.87895,0.11411315,15336,"West","Less Populated"
"272","Colorado","Hinsdale County",2.7829258,0.42032331,51250,0.036809817,860,"West","Least Populated"
"273","Colorado","Huerfano County",2.2012911,0.25875071,34098.77112,0.21409798,6652,"West","Least Populated"
