"nuts1","nuts2","nuts3","BNP_vote_share","Conservative_vote_share","Green_vote_share","LD_vote_share","Labour_vote_share","UKIP_vote_share","agriculture","agriculture_int","cancer_62_days","cancer_62_days_int","change_rel_inc_med","eu_15_imm_01","eu_15_imm_growth","eu_access_imm_01","eu_access_imm_01_int","eu_access_imm_growth","eu_access_imm_growth_int","eu_eco_dependence","fiscal_cuts","fiscal_cuts_int","immigrant_arrivals","immigrant_arrivals_int","immigrant_share","immigrant_share_int","import_shock","instrument_for_shock","leave_share","median_wage","median_wage_growth","other_imm_01","other_imm_growth","pub_empl_growth","pub_empl_growth_int","share_above_60","share_above_60_growth","share_commuters_london","share_council_rent","share_council_rent_growth","share_high_skill","share_home_own","share_home_own_growth","temporary_immigrants","unemployment"
4,"UKF1","UKF11",1.67383408546448,20.5788955688477,5.16870641708374,8.17730712890625,31.3562698364258,29.8114452362061,0.4,0.112400099635124,0.366421073675156,0.102964416146278,9.86589908599854,0.825860977172852,0.233640640974045,0.298590928316116,0.0839041247963905,2.87856101989746,0.808876395225525,9.5,-24.4188919067383,-6.8617148399353,1.79825653798257,0.505310535430908,15.1394422310757,4.25418710708618,0.281000256538391,1.98084676265717,57.2234884588289,9.46,-6.14837646484375,6.37775802612305,65.7850112915039,0.203335478901863,0.0571373216807842,18.5530166625977,8.89254665374756,0.451951384544373,14.2492294311523,-14.5121421813965,25.1,68.4887161254883,-10.3921585083008,0.406600249066003,7.6
4,"UKF1","UKF12",2.04044103622437,16.2377452850342,4.78400754928589,5.67248773574829,34.545036315918,33.359375,0.9,0.466198444366455,-0.218645930290222,-0.113258212804794,22.0135593414307,0.532234966754913,0.0811060294508934,0.0994203016161919,0.0514995455741882,0.528497397899628,0.273760735988617,9.5,-26.727689743042,-13.8448972702026,0.595740284784518,0.308592438697815,3.2258064516129,1.67096221446991,0.517998278141022,3.46639943122864,63.9188184441672,8.75,-7.58810949325562,1.0603586435318,62.7070846557617,-0.388298720121384,-0.201138064265251,22.079683303833,19.6730060577393,0.143183752894402,21.6086978912354,-16.53444480896,25.1,68.5838623046875,-2.48279595375061,1.34586798441204,4.7
4,"UKF1","UKF13",1.73374342918396,28.0584564208984,6.89680480957031,4.49804401397705,24.2724075317383,31.6668739318848,1.59,0.823617279529572,0.318881899118423,0.165180280804634,-6.73425483703613,0.577045798301697,0.121190316975117,0.113482095301151,0.0587835311889648,0.509384751319885,0.263860434293747,9.5,-158.485137939453,-82.0950317382812,0.266184294804739,0.137883007526398,2.41935483870968,1.25322163105011,0.517998278141022,3.46639943122864,57.3558468349598,9.164,-2.85757565498352,1.44593322277069,34.2958679199219,-0.546086251735687,-0.282871752977371,20.2969799041748,24.4481258392334,0.242157533764839,11.0626020431519,-44.7394561767578,25.1,77.1852111816406,-4.97192573547363,0.827520945517514,3.6
4,"UKF1","UKF14",2.03537392616272,15.4623031616211,9.51618957519531,4.21699190139771,40.6575813293457,25.0473136901855,0.7,0.244056388735771,-0.0285528991371393,-0.00995502434670925,-7.62824630737305,1.2169086933136,0.641976416110992,0.398145258426666,0.138814136385918,3.28217005729675,1.1443350315094,9.5,4.41305446624756,1.53862011432648,2.84898876404494,0.993305563926697,21.7252396166134,7.57454776763916,0.348651975393295,2.21300482749939,50.8391278043444,8.58,-9.90092468261719,7.38235425949097,118.361236572266,-1.78622984886169,-0.622772574424744,16.040958404541,-1.74572837352753,0.341837525367737,26.8706092834473,-22.7668170928955,25.1,49.4238319396973,-8.77747821807861,0.438202247191011,7.8
4,"UKF1","UKF15",1.95398354530334,21.7089710235596,3.97102880477905,4.92159032821655,28.3137493133545,35.4137496948242,0.911111111111111,0.423070013523102,-0.278996080160141,-0.129550471901894,2.96438479423523,0.603701055049896,0.0807453095912933,0.1586574614048,0.073671817779541,1.75916182994843,0.816858232021332,9.5,-33.1138305664062,-15.3762454986572,1.23052309404563,0.571387410163879,5.70175438596491,2.6475818157196,0.464345127344131,3.00114989280701,67.0692143438578,8.5075,-7.08229398727417,1.26382946968079,47.0016822814941,0.004571333527565,0.00212267646566033,20.3054180145264,21.3689117431641,0.268350660800934,15.8534240722656,-21.5803375244141,25.1,71.6530609130859,-3.66441011428833,1.25,4.5
4,"UKF1","UKF16",1.22554194927216,28.4811744689941,7.96602296829224,5.7917423248291,24.2382621765137,29.6380424499512,1,0.464345127344131,-0.497166752815247,-0.230856955051422,4.39990043640137,1.00505912303925,0.146481364965439,0.251418650150299,0.11674502491951,0.671783268451691,0.311939299106598,9.5,-185.704238891602,-86.2308578491211,0.527710695909654,0.245039895176888,7.64705882352941,3.55087447166443,0.464345127344131,3.00114989280701,50.7263547560874,10.5366666666667,-4.42506647109985,3.11580634117126,36.0790138244629,-0.012839118950069,-0.00596178229898214,21.0142478942871,19.9797801971436,0.300677120685577,9.11093044281006,-44.2799224853516,25.1,78.2916641235352,-4.16208791732788,1.0328253941354,6.3
4,"UKF2","UKF21",1.84734296798706,14.5664052963257,6.21443319320679,3.70884156227112,52.8637351989746,18.1520900726318,0.4,0.300647675991058,-1.16829657554626,-0.87811416387558,-2.69148135185242,1.07923305034637,1.03171968460083,0.31330269575119,0.235484331846237,3.26556420326233,2.45446085929871,14.3,7.02211380004883,5.27795553207397,3.97682587951555,2.98905873298645,35.9050445103858,26.9869213104248,0.751619219779968,5.22772932052612,48.9249633019601,8.01,-6.60891246795654,20.7194175720215,60.321044921875,0.223878920078278,0.168271705508232,14.8484554290771,4.68801164627075,0.438447117805481,21.1042938232422,-18.9983692169189,24.1,57.307373046875,-13.3074579238892,0.437354724829165,8.7
4,"UKF2","UKF22",1.63476264476776,31.2454814910889,6.07913112640381,7.11964130401611,17.6346035003662,33.3304901123047,0.83,0.519667029380798,-0.777220129966736,-0.486621290445328,-0.149389237165451,0.872790277004242,0.117210358381271,0.189554765820503,0.118681155145168,0.785852789878845,0.49202623963356,14.3,-237.648132324219,-148.79264831543,0.64923236761799,0.40648752450943,7.41797432239658,4.6444296836853,0.626104831695557,4.35927104949951,56.3633152528923,9.51375,-3.89013290405273,3.70198440551758,42.0405921936035,-0.984297573566437,-0.616273462772369,19.4487800598145,27.3396663665771,0.46194064617157,8.72200393676758,-29.9466438293457,24.1,80.2177810668945,-5.99252080917358,1.19389492195494,4.2
4,"UKF2","UKF24",1.3819328546524,31.5412521362305,6.62317848205566,5.23712396621704,17.3086833953857,34.8183174133301,0.64,0.389548808336258,-0.500831484794617,-0.304841101169586,0.467742919921875,1.08597207069397,0.218467593193054,0.15451879799366,0.0940509587526321,3.1763162612915,1.93332839012146,14.3,-208.579559326172,-126.956123352051,3.10014870369173,1.88696753978729,11.6883116883117,7.11432456970215,0.608669996261597,5.60814571380615,57.3514654650106,10.6466666666667,-11.1357622146606,4.42924976348877,63.4872894287109,-0.100452728569508,-0.061142560094595,16.6280555725098,27.3824787139893,1.38237619400024,13.0756969451904,-33.4212799072266,24.1,73.7948150634766,-8.43764686584473,0.882928169651516,2.9
4,"UKF2","UKF25",1.443967461586,28.4796886444092,4.74022197723389,3.7590172290802,22.1123733520508,36.4258422851562,0.64,0.389548808336258,-0.424981832504272,-0.258673697710037,-5.28568983078003,1.06833469867706,0.219299018383026,0.20099475979805,0.122339479625225,3.25428462028503,1.98078536987305,14.3,-107.752861022949,-65.5859298706055,2.20378418718996,1.34137725830078,11.9266055045872,7.25936698913574,0.608669996261597,5.60814571380615,61.2460559923874,9.1525,-5.69035243988037,3.45211148262024,51.8813056945801,1.08064186573029,0.657754302024841,17.6436252593994,26.9837532043457,1.22771954536438,13.6507587432861,-42.0403022766113,24.1,72.4471664428711,-5.96969795227051,1.71356658910985,4.7
4,"UKF3","UKF30",1.42851400375366,29.8010444641113,5.02480506896973,5.46629333496094,14.1931619644165,40.4628715515137,3.73,1.00592935085297,-1.30380117893219,-0.351617127656937,-4.0405740737915,1.1585955619812,0.285782784223557,0.105158157646656,0.0283596999943256,3.2220151424408,0.868932902812958,9.7,-93.774169921875,-25.2895965576172,1.79772546492317,0.484821677207947,8.55172413793103,2.30628156661987,0.269686162471771,1.91318988800049,65.164098801663,8.29857142857143,-3.06036734580994,1.96846795082092,33.9461059570312,-0.00865581072866917,-0.00233435234986246,22.2362957000732,26.4301509857178,0.457398653030396,10.3419761657715,-21.1323776245117,24.4,72.3420257568359,-5.25964546203613,1.1111286371943,4.4
5,"UKG1","UKG11",0.753843545913696,33.3750953674316,9.27333736419678,8.69362163543701,10.606897354126,32.8081207275391,5.02,1.32164800167084,-0.199299558997154,-0.0524708889424801,3.94648051261902,0.911529064178467,0.181848332285881,0.122375927865505,0.0322187058627605,2.77118563652039,0.729588031768799,13.2,-170.49755859375,-44.887996673584,2.7034718269778,0.711760580539703,8.06451612903226,2.12319755554199,0.263276487588882,2.03203725814819,59.224161817678,8.01,-3.0019519329071,1.81848335266113,48.113208770752,0.601118266582489,0.158260300755501,23.7473907470703,20.7684020996094,0.248767137527466,8.02482414245605,-57.1676025390625,30.9,70.7681503295898,-4.34987115859985,0.956886738759249,2.7
5,"UKG1","UKG12",1.13113462924957,30.9591293334961,6.00473403930664,5.84882402420044,17.0642261505127,33.9946365356445,1.84,0.717443227767944,-0.0648373439908028,-0.0252810399979353,12.4819707870483,0.842269122600555,0.0815337151288986,0.147941276431084,0.0576844960451126,1.44270408153534,0.562531709671021,13.2,-177.121719360352,-69.0623779296875,1.22917833893128,0.479274839162827,6.15114235500879,2.3984215259552,0.389914810657501,2.72206616401672,57.4434623697482,9.03666666666667,-2.72382116317749,2.26578879356384,31.6779289245605,-0.215001553297043,-0.083832286298275,20.7861957550049,27.2677059173584,0.250487953424454,7.76824808120728,-27.9769306182861,30.9,75.5139007568359,-6.20465660095215,1.15096824101224,3.4
5,"UKG1","UKG13",1.22367084026337,30.3124103546143,6.18327522277832,7.13217687606812,20.6384601593018,29.5969638824463,1.09,0.371488809585571,-0.559648275375366,-0.190736770629883,8.25353908538818,1.05127894878387,0.270232856273651,0.165658473968506,0.0564589649438858,1.58976805210114,0.541817486286163,13.2,-183.620391845703,-62.5806617736816,1.64982603377491,0.562286138534546,9.47176684881603,3.22812414169312,0.340815424919128,2.59186267852783,54.7638409097857,10.292,-8.79519176483154,3.4404776096344,47.7936134338379,-0.570975720882416,-0.194597333669662,19.8649234771729,24.9450969696045,0.768259406089783,9.24190807342529,-14.4560918807983,30.9,74.9286422729492,-6.51971912384033,1.19362192120749,2.2
5,"UKG2","UKG21",1.64195919036865,24.5167961120605,4.0837869644165,3.77181482315063,24.9366664886475,36.1629753112793,0.8625,0.518478274345398,0.307499706745148,0.184848606586456,-15.9499435424805,1.05668711662292,0.0618979968130589,0.141481131315231,0.0850491523742676,1.88978374004364,1.1360137462616,12.5,-13.0381879806519,-7.83770132064819,1.27603348548408,0.767067432403564,7.10059171597633,4.26840877532959,0.601134240627289,4.655686378479,63.2222135419573,8.49,-7.56620073318481,3.32796454429626,23.7426452636719,0.430331319570541,0.258686900138855,16.2505035400391,25.9194965362549,0.211131453514099,9.10174369812012,-10.7792272567749,23.5,68.1517333984375,-6.55918645858765,0.735497939496979,5.6
5,"UKG2","UKG22",1.06054592132568,31.9188442230225,7.10360765457153,8.5778694152832,14.3263359069824,32.993480682373,3.17,0.664417386054993,-0.265614092350006,-0.0556714907288551,1.75691044330597,0.85636693239212,0.139137551188469,0.0851069837808609,0.0178380329161882,1.04070663452148,0.218127325177193,12.5,-194.775741577148,-40.8241004943848,0.618915159944367,0.129721775650978,5.59210526315789,1.17207956314087,0.209595397114754,1.49925565719604,56.8737612815515,8.93,-3.81360459327698,1.8207950592041,39.2552375793457,-0.841935515403748,-0.176465809345245,21.9998760223389,27.0995464324951,0.448430508375168,9.75865459442139,-48.9665222167969,23.5,72.2764511108398,-4.30602025985718,0.516743340109126,3.9
5,"UKG2","UKG23",3.19887137413025,14.6805744171143,3.96447253227234,2.75477647781372,29.5253715515137,39.7025489807129,NA,NA,-1.31835627555847,-0.439343124628067,-4.40792560577393,0.600492000579834,0.120513968169689,0.127163022756577,0.0423771627247334,1.15277850627899,0.384164214134216,12.5,113.689323425293,37.8870429992676,1.87262381348037,0.624053120613098,10,3.33250665664673,0.333250671625137,2.76921701431274,69.3621906624713,8.13,-6.45063161849976,2.71655106544495,134.48063659668,0.454582512378693,0.151489928364754,20.2921199798584,5.95697069168091,0.133593767881393,19.4678077697754,-5.87559175491333,23.5,64.0858154296875,-7.27052116394043,0.371377495782662,7
5,"UKG2","UKG24",1.41252613067627,28.3161067962646,4.19755077362061,3.97764253616333,20.8368091583252,36.0047073364258,1.2,0.543395102024078,-0.510350227355957,-0.231101527810097,-6.64243793487549,0.607255816459656,0.0643326789140701,0.130772590637207,0.0592176578938961,0.900037705898285,0.407563418149948,12.5,-153.806640625,-69.6481475830078,0.905387222400006,0.409985840320587,3.87323943661972,1.75391614437103,0.452829271554947,3.47012209892273,62.8727192487008,9.18625,-3.23992514610291,1.68293786048889,58.2087326049805,-0.690795481204987,-0.31281241774559,20.0030879974365,27.3119888305664,0.225968256592751,8.67399501800537,-34.4063720703125,23.5,76.142936706543,-5.03633546829224,1.05697127575759,5.1
5,"UKG3","UKG31",1.37183856964111,16.9823875427246,5.50678586959839,8.57258796691895,40.4772262573242,22.4809684753418,0.5,0.178598999977112,-0.105532348155975,-0.0376959443092346,0.968926846981049,0.703007996082306,0.630752444267273,0.156485557556152,0.0558963268995285,1.5354825258255,0.54847127199173,9.5,51.4186134338379,18.366626739502,2.64824320984881,0.945947170257568,21.7272727272727,7.76093816757202,0.357197999954224,2.89099192619324,50.4215645814751,9.27,-7.08876848220825,13.2600259780884,48.7040977478027,-0.135735422372818,-0.0484844222664833,17.1685256958008,0.229065373539925,0.347623497247696,19.3921585083008,-20.3295154571533,23.1,59.5639114379883,-7.37150764465332,0.123980634870712,9.7
5,"UKG3","UKG32",1.39732348918915,31.0530700683594,6.89247751235962,8.97646522521973,13.3474855422974,32.4688529968262,0.4,0.0511839762330055,0.45685687661171,0.0584593787789345,11.094822883606,0.677135288715363,0.0170411542057991,0.0897166654467583,0.0114801386371255,0.437055468559265,0.0559255890548229,9.5,-151.35481262207,-19.3673515319824,0.567228885161862,0.0725825726985931,9.56937799043062,1.22449696063995,0.127959936857224,1.02961075305939,56.1574415744157,10.53,-1.52133500576019,3.29445600509644,56.7777290344238,-0.105449564754963,-0.0134933199733496,21.2155380249023,21.8464241027832,0.487116783857346,13.5907573699951,-12.7967309951782,23.1,78.0921783447266,-5.42238330841064,0.96674155881143,4.1
5,"UKG3","UKG33",1.82241237163544,17.7847785949707,6.14504146575928,3.43526887893677,37.949821472168,26.4748401641846,0.55,0.220167964696884,0.45685687661171,0.182882264256477,-10.4696931838989,1.17202043533325,0.226027756929398,0.275886833667755,0.110438987612724,3.23851251602173,1.29639399051666,9.5,-16.4260177612305,-6.57542324066162,4.04462796165989,1.61908638477325,26.9005847953216,10.7684488296509,0.400305390357971,2.99880480766296,55.5956985313333,9.61,-6.23195266723633,8.87059307098389,74.7405090332031,-0.395976126194,-0.158511370420456,18.866418838501,3.02178978919983,0.46763476729393,8.2907657623291,-34.4542846679688,23.1,68.5230407714844,-11.6156568527222,0.41991969418987,6.1
5,"UKG3","UKG36",1.80358064174652,22.1558685302734,4.35845279693604,2.19247031211853,25.9014911651611,38.3965225219727,0.275,0.13375087082386,-1.01754331588745,-0.494899272918701,-12.9177808761597,0.366371184587479,0.083236388862133,0.0655404627323151,0.0318767055869102,0.397175222635269,0.193172827363014,9.5,-82.8805236816406,-40.3103332519531,0.650003628409409,0.316140174865723,6.03174603174603,2.93364095687866,0.486366778612137,3.91650104522705,67.5961329939621,8.78,-3.50436520576477,2.98110795021057,42.0138511657715,2.33628988265991,1.13629376888275,21.6476802825928,14.7665338516235,0.164716929197311,19.3786602020264,-13.0828170776367,23.1,70.803596496582,-2.87818574905396,0.520935922289837,7.2
5,"UKG3","UKG37",2.14169931411743,11.6983098983765,3.23280835151672,1.90582311153412,44.8468971252441,30.0648307800293,0.275,0.128576219081879,0.185803547501564,0.0868724286556244,-11.8161382675171,0.388117522001266,0.242485076189041,0.101447835564613,0.0474319234490395,2.7528772354126,1.28710746765137,9.5,53.8304176330566,25.1684055328369,2.27442002289416,1.06340479850769,16.403785488959,7.66958808898926,0.46754989027977,3.50591278076172,66.7214472951499,8.63,-7.07510185241699,8.40179061889648,58.7319602966309,-0.934732496738434,-0.437034070491791,19.740442276001,2.06863331794739,0.177465721964836,26.5581398010254,-14.5055961608887,23.1,59.622615814209,-4.56277418136597,0.321418038400208,10.6
5,"UKG3","UKG38",2.25412631034851,21.4942150115967,2.83328008651733,2.84699678421021,31.0487232208252,33.5863304138184,0.25,0.142126977443695,-0.636602401733398,-0.361913502216339,-1.36775863170624,0.361737132072449,0.121893964707851,0.0611442252993584,0.0347609743475914,0.996453583240509,0.566491723060608,9.5,0.420826375484467,0.239243119955063,1.29586436343401,0.736709117889404,11.6788321167883,6.63950824737549,0.56850790977478,4.7414402961731,67.8622795565685,8.09,2.31275057792664,5.94045734405518,44.7440071105957,0.717173337936401,0.40771871805191,20.3595676422119,11.3125343322754,0.167582899332047,22.2415199279785,-55.0732421875,23.1,64.0512008666992,-2.60100317001343,0.703283172114941,9.2
5,"UKG3","UKG39",1.99055445194244,17.4916915893555,3.49484014511108,2.74444627761841,37.8485221862793,31.3013820648193,0.25,0.10450854152441,-0.841577291488647,-0.351808071136475,-9.67401218414307,0.741392016410828,0.0346602872014046,0.281086474657059,0.117503747344017,1.94308948516846,0.812277793884277,9.5,35.6891326904297,14.9192771911621,3.14061071951723,1.31288254261017,18.6507936507937,7.79666900634766,0.418034166097641,3.15042066574097,62.5746167412834,8.19,-4.75240039825439,9.44957828521729,45.3793182373047,-0.864113509654999,-0.361228972673416,20.7347564697266,3.64026641845703,0.251992553472519,24.9129962921143,-10.4471254348755,23.1,59.948314666748,-5.6182861328125,0.350556508457176,11.1
6,"UKH1","UKH11",0.930019855499268,25.5788116455078,5.65635013580322,4.5499095916748,25.1040019989014,33.4959602355957,0.75,0.240370959043503,-0.151738315820694,-0.048631314188242,2.3048312664032,1.93962621688843,0.910541415214539,0.282581806182861,0.090565949678421,8.77413272857666,2.81206226348877,9.5,9.22652912139893,2.9570529460907,3.91930366875458,1.25611579418182,20.4188481675393,6.54413080215454,0.320494621992111,2.49903345108032,60.8934456243134,8.57,-4.32886123657227,6.70571088790894,74.3526077270508,-1.91117370128632,-0.6125208735466,15.7506074905396,18.452449798584,1.7519850730896,15.8075866699219,-59.3974990844727,25.4,65.8962936401367,-10.0483255386353,1.02741397543317,6.6
6,"UKH1","UKH12",0.520346283912659,28.6769905090332,11.0988092422485,12.3741445541382,15.2627258300781,28.8674583435059,1.59,0.510439693927765,-0.151738315820694,-0.0487127415835857,14.8878154754639,2.05606341362,0.842474043369293,0.251692712306976,0.0808012261986732,2.88370037078857,0.925757884979248,9.5,-224.639129638672,-72.1161804199219,2.46137218409523,0.790177345275879,13.166144200627,4.22674369812012,0.321031242609024,2.60169100761414,47.9013272587145,10.322,-2.56100535392761,5.76305770874023,52.6373634338379,0.322656124830246,0.103582695126534,17.350492477417,28.447904586792,2.53836464881897,9.12313270568848,-31.3469524383545,25.4,70.4365234375,-6.27943563461304,0.8743360086852,3.1
6,"UKH1","UKH14",0.690598845481873,29.1003379821777,9.74968910217285,5.19907379150391,16.8906688690186,34.704948425293,1.63,0.456852316856384,0.41368904709816,0.115947730839252,-2.42866253852844,1.09325671195984,0.3512062728405,0.109041467308998,0.0305618681013584,1.56532096862793,0.438724219799042,9.5,-179.614990234375,-50.3420372009277,1.26113515753997,0.353467792272568,10.562414266118,2.9604070186615,0.280277490615845,2.22771072387695,57.2136409659838,8.59142857142857,-1.94677710533142,4.34894466400146,23.7145328521729,-1.46230614185333,-0.409851491451263,21.6779747009277,24.5763378143311,1.34049773216248,10.1975774765015,-25.2693347930908,25.4,71.1223373413086,-5.43692684173584,1.28740880665539,4.1
6,"UKH1","UKH15",0.705036401748657,21.7940368652344,13.9705362319946,5.454017162323,22.1275272369385,32.8002166748047,2.41,0.697168171405792,0.0617374889552593,0.0178595073521137,2.57379364967346,1.04813635349274,0.516512393951416,0.0988294631242752,0.0285895261913538,1.71183490753174,0.495202004909515,9.5,-72.5334548950195,-20.9825801849365,1.55980344368767,0.451222121715546,11.0803324099723,3.20533394813538,0.289281398057938,2.4482786655426,55.1673007913258,8.39333333333333,-7.85700607299805,2.64059019088745,84.1249847412109,-0.477441519498825,-0.13811494410038,22.125919342041,16.0184555053711,0.39265438914299,16.1780319213867,-14.5613832473755,25.4,66.1179504394531,-6.90517568588257,0.8822199094506,3.8
6,"UKH1","UKH16",0.703205466270447,27.7216129302979,7.98033761978149,7.91489124298096,12.6911191940308,39.8473815917969,2.41,0.697168171405792,-0.11932772397995,-0.0345192924141884,-4.12125539779663,0.901906967163086,0.305056750774384,0.12193713337183,0.0352741442620754,1.89023947715759,0.546811103820801,9.5,-116.549247741699,-33.7155303955078,1.31110041773891,0.379276961088181,6.8,1.96711349487305,0.289281398057938,2.4482786655426,63.1886881171492,7.77,-1.77081894874573,2.41521096229553,25.5270156860352,-0.174079865217209,-0.0503580681979656,27.5946979522705,21.5919132232666,0.588757991790771,11.3540849685669,-75.2071380615234,25.4,71.3000793457031,-2.23003053665161,0.902427627954335,7
6,"UKH1","UKH17",0.648697018623352,30.7949333190918,9.98210430145264,5.41745853424072,13.1249294281006,36.7562370300293,2.41,0.697168171405792,-0.622985124588013,-0.180218011140823,4.50877046585083,1.10844016075134,0.66213470697403,0.111145570874214,0.032152347266674,1.87698173522949,0.542975902557373,9.5,-177.273361206055,-51.2818870544434,1.26506873006316,0.365960836410522,10.3448275862069,2.99256610870361,0.289281398057938,2.4482786655426,57.6819617168921,8.605,-7.4391827583313,2.81956505775452,18.9457588195801,0.454631894826889,0.131516546010971,22.8472747802734,27.2722549438477,0.530214071273804,5.40473890304565,-52.9892311096191,25.4,75.145393371582,-4.5504732131958,0.828219679985652,5.8
6,"UKH2","UKH21",1.07273542881012,16.2313899993896,4.87743759155273,3.94004702568054,42.2251739501953,27.5151634216309,NA,NA,-0.308686345815659,-0.112882934510708,-0.569542706012726,1.22904360294342,0.34821093082428,0.291802942752838,0.106708876788616,5.62290191650391,2.05622863769531,8.9,-48.9639511108398,-17.9055366516113,5.41142766194493,1.97889494895935,31.4553990610329,11.5028667449951,0.365688145160675,2.72358727455139,56.5488097915508,9.2,-7.73984622955322,14.6389617919922,64.1533889770508,0.174137622117996,0.0636800676584244,14.7651834487915,7.41259241104126,4.78518581390381,12.5885095596313,-14.7489891052246,31.8,70.2791366577148,-14.3959369659424,0.560675994386006,6
6,"UKH2","UKH23",0.72123771905899,31.7823886871338,7.85503530502319,8.67832946777344,18.2852668762207,29.0249252319336,0.455555555555556,0.159034684300423,-0.687151968479156,-0.239885121583939,1.61092352867126,1.61560666561127,0.321090310811996,0.226020514965057,0.0789038836956024,1.81232261657715,0.632682800292969,8.9,-195.048568725586,-68.0915603637695,1.78589384374142,0.623456478118896,13.3217993079585,4.65064716339111,0.349100530147552,2.84927344322205,50.3146687123871,11.919,-9.4407434463501,5.57942771911621,56.2437171936035,0.40133598446846,0.140106603503227,18.228199005127,16.1995315551758,12.4516410827637,14.3779859542847,-36.0441970825195,31.8,71.8999176025391,-7.05438756942749,1.23951332592325,4.4
6,"UKH2","UKH24",0.766538500785828,28.2165050506592,6.99004220962524,8.04988670349121,23.6690330505371,28.2707271575928,0.933333333333333,0.253422498703003,-0.767173588275909,-0.20830611884594,0.676692843437195,2.57181692123413,0.109525330364704,0.344125866889954,0.0934384688735008,3.62988567352295,0.985601425170898,8.9,-123.0458984375,-33.4099273681641,2.63618359067049,0.715787351131439,18.9024390243902,5.13246774673462,0.271524101495743,2.18664884567261,51.7846768758859,9.46,0.372528165578842,8.19546890258789,36.6276206970215,0.125299677252769,0.0340218804776669,18.265926361084,18.7936744689941,3.58594465255737,1.41282272338867,28.1126289367676,31.8,71.6126708984375,-8.22906303405762,0.542234699175111,4.5
6,"UKH2","UKH25",0.760792911052704,31.4626121520996,7.53139925003052,5.30304145812988,14.4400596618652,36.777660369873,0.933333333333333,0.41609463095665,-0.767173588275909,-0.342018008232117,-6.49554872512817,1.19917321205139,0.279036730527878,0.188306987285614,0.0839502066373825,1.02798497676849,0.458291828632355,8.9,-215.567825317383,-96.103515625,0.865863213199373,0.386015385389328,8.45588235294118,3.76976490020752,0.445815682411194,3.50481653213501,56.1283091106017,11.0900001525879,-4.45218849182129,2.93288135528564,66.2629470825195,-0.0383703857660294,-0.017106119543314,16.7598991394043,31.775110244751,5.1707124710083,8.74449729919434,-40.1478843688965,31.8,76.6413803100586,-5.3364405632019,0.539220204627155,3.7
6,"UKH3","UKH31",1.06197571754456,26.7771244049072,7.87070369720459,6.14644575119019,15.5950088500977,37.1040802001953,0.4,0.103465221822262,-2.47786450386047,-0.640932023525238,-5.79765510559082,1.06578803062439,0.326974809169769,0.179087340831757,0.0463232807815075,1.8114652633667,0.468559145927429,10.1,8.98355579376221,2.32371401786804,1.13189778510241,0.292780131101608,12.3595505617978,3.19695925712585,0.258663058280945,1.99334013462067,58.0824544582934,9.72,-4.96339130401611,3.89312171936035,66.6773529052734,0.455804377794266,0.117899753153324,22.007625579834,7.847083568573,12.3334836959839,8.15745735168457,-16.6259822845459,20.5,72.3449554443359,-9.9207592010498,0.888313381748375,5.1
6,"UKH3","UKH32",1.64159047603607,19.4645729064941,3.40702486038208,1.67848014831543,22.7793731689453,45.890754699707,0.4,0.0802816674113274,-3.9053840637207,-0.783826887607574,-23.5429439544678,0.638589203357697,0.333268135786057,0.111089378595352,0.0222961008548737,2.7856183052063,0.559085190296173,10.1,-88.8069305419922,-17.8239212036133,2.42107559104401,0.485919982194901,15.1515151515152,3.0409722328186,0.200704172253609,1.63896441459656,72.2821462535662,9.47,0.266538172960281,3.40115118026733,153.738708496094,1.88701045513153,0.378730863332748,15.6513748168945,16.5174331665039,17.2735233306885,18.4047183990479,-12.3815603256226,20.5,71.6679534912109,-7.62886428833008,0.72357253269353,6.3
6,"UKH3","UKH34",0.821937918663025,27.4109363555908,8.3372631072998,5.97957754135132,14.1965169906616,39.4530181884766,0.68,0.264541119337082,-1.58097076416016,-0.615046739578247,0.862086772918701,1.47474646568298,-0.0276661515235901,0.133641570806503,0.0519907213747501,1.30359148979187,0.507137596607208,10.1,-87.3087387084961,-33.9658088684082,1.13865657310641,0.442972779273987,7.69230769230769,2.99254655838013,0.389031052589417,3.14907336235046,61.0195304823666,9.79666666666667,-10.3125429153442,2.87470054626465,54.8813285827637,-0.761224746704102,-0.296140074729919,22.0529632568359,19.8944988250732,5.72035551071167,10.911735534668,-47.0219764709473,20.5,74.3292007446289,-6.66452550888062,0.965405435493522,3.9
6,"UKH3","UKH35",1.0243376493454,29.8932018280029,6.82763385772705,5.70574045181274,14.7771615982056,37.5616149902344,0.68,0.264541119337082,0.0387174226343632,0.0150622799992561,7.60107564926147,1.10867059230804,0.281076639890671,0.167529135942459,0.0651740357279778,1.52712106704712,0.594097495079041,10.1,-165.707855224609,-64.4654998779297,1.60983069947144,0.626274108886719,9.39597315436242,3.65532541275024,0.389031052589417,3.14907336235046,60.4316630288395,11.0033333333333,-7.8953742980957,3.98049211502075,50.3554039001465,-1.51099276542664,-0.587823092937469,19.3738079071045,19.4521617889404,15.7284555435181,18.1393432617188,-14.9415922164917,20.5,69.702766418457,-3.38131332397461,1.42416355879907,5.3
