"trump_vote","host_imm","unemp","male","college","white","home_owner","age","weight"
0,10,0,0,0,1,1,63,1.239485
NA,10,0,0,0,1,1,62,0.9951499
1,10,0,0,1,1,1,65,0.7800727
0,0,0,0,1,1,1,77,1.08993
1,10,0,0,1,1,1,44,0.2416575
NA,10,1,1,0,1,1,57,0.9437841
1,5,0,1,1,1,1,79,0.812104
0,2.5,0,0,0,1,1,57,0.8224825
NA,10,0,0,0,1,0,51,1.791012
1,10,0,1,1,1,1,32,1.182825
1,5,0,0,0,1,0,58,1.293536
NA,10,0,0,0,1,0,24,0.2260874
1,10,0,0,1,1,1,58,1.647017
NA,7.5,0,0,0,1,0,39,0.1942601
1,5,0,0,1,1,0,61,0.8154985
1,10,0,1,1,1,1,44,0.206154
0,0,0,1,1,1,0,36,1.13607
1,10,0,1,1,0,1,53,0.3647001
0,5,0,0,1,1,1,54,0.5967607
1,10,0,1,1,1,1,74,0.1650332
0,0,0,0,1,1,1,47,0.6915859
0,0,0,0,1,1,1,62,0.2505438
NA,2.5,0,1,0,0,1,65,1.957215
1,10,0,1,1,1,1,72,0.7082433
0,0,0,1,1,0,1,65,0.9646929
1,7.5,0,0,1,1,1,61,0.781281
NA,0,0,0,0,1,0,20,0.2531801
NA,2.5,0,0,0,1,0,27,2.022005
1,7.5,0,0,1,1,1,27,1.042889
NA,5,0,1,0,1,1,40,0.574326
0,5,0,1,0,1,1,69,0.7949397
0,0,0,1,0,0,1,18,1.802213
0,2.5,0,0,1,0,1,66,0.2755236
1,10,0,0,1,0,0,57,1.387282
0,2.5,0,0,0,0,1,63,2.617997
1,10,0,0,0,1,0,39,0.6810988
NA,10,0,0,0,1,1,39,0.7972966
0,7.5,0,0,1,1,1,41,2.016714
0,2.5,0,1,0,1,1,73,1.136975
0,5,0,1,0,1,1,71,0.7824334
0,0,0,1,0,1,1,78,0.7929527
1,10,0,1,0,1,0,78,4.474264
1,2.5,0,1,0,1,0,67,0.6746684
NA,2.5,0,1,1,0,0,62,0.06396661
0,0,0,0,0,1,1,55,0.7229873
1,10,1,0,0,1,1,64,0.951628
0,5,0,1,0,1,1,63,1.713609
0,0,0,1,0,1,1,60,0.6456905
1,10,0,1,0,1,0,44,3.363979
1,10,0,1,0,0,1,61,1.780871
0,0,1,1,1,1,0,40,0.2642652
0,2.5,0,1,1,1,1,32,0.1364906
1,10,0,0,0,1,1,73,1.395909
NA,10,0,0,0,1,0,71,0.1987448
NA,10,0,0,0,1,1,74,0.1556439
0,7.5,0,0,0,1,1,74,1.838035
0,0,0,0,0,1,0,66,1.053775
1,7.5,0,0,0,1,1,68,1.323328
1,7.5,0,0,0,1,0,83,0.2297604
0,2.5,0,0,0,1,0,71,1.340334
0,2.5,0,0,0,1,1,62,1.59612
0,5,0,0,0,0,1,40,0.4796486
0,2.5,0,1,1,1,0,39,0.4958936
0,2.5,0,1,1,0,0,42,1.033099
1,2.5,0,1,0,0,1,64,0.8554041
1,10,0,0,1,1,1,43,1.784847
1,7.5,0,1,0,1,1,78,1.476666
1,7.5,0,1,0,1,1,72,1.337612
0,0,0,0,1,1,1,58,1.334636
0,10,0,0,0,1,1,59,1.453452
1,10,0,0,0,1,1,58,0.6324406
1,7.5,0,0,0,1,1,59,0.754941
1,10,1,0,1,1,1,55,0.5959531
1,10,0,0,1,1,1,47,0.8359077
1,7.5,0,0,1,1,0,62,0.808832
NA,7.5,0,0,0,1,1,54,1.586256
1,10,0,0,1,1,1,62,1.269158
0,0,0,0,1,1,1,59,1.021036
0,0,0,0,1,1,1,62,0.481323
0,0,0,0,1,1,1,51,0.3312941
0,0,0,0,1,1,1,57,0.2431569
0,0,0,1,0,1,1,60,0.6766466
NA,7.5,0,1,0,1,1,52,0.2255192
1,10,0,0,0,1,0,72,0.7490952
0,0,0,0,1,1,1,71,0.863717
0,0,0,0,1,1,1,73,0.3718551
1,10,0,0,0,1,1,74,0.9809137
1,7.5,0,0,0,1,0,70,1.421095
NA,10,1,0,1,1,1,77,0.4751293
1,5,0,0,0,1,1,75,0.8428639
NA,7.5,0,0,1,1,1,67,1.58934
1,10,0,0,1,1,1,67,1.454057
0,0,0,0,1,1,0,69,0.7778955
0,2.5,0,0,1,1,1,68,0.8608304
0,5,0,0,1,1,1,70,1.142526
0,2.5,0,0,1,1,1,68,1.454736
0,0,0,0,1,1,1,66,1.25765
1,5,0,0,1,1,0,72,1.294224
0,0,0,0,1,1,1,79,0.5198427
0,0,0,0,1,1,1,64,1.31023
1,10,0,0,1,1,1,63,0.6581802
1,10,0,0,1,1,1,60,0.9729317
0,0,0,0,1,1,0,46,0.6453743
0,0,0,0,1,1,0,29,0.2488465
0,2.5,0,0,1,1,1,53,0.5314954
0,5,0,0,1,1,1,58,0.8039681
0,2.5,0,0,1,1,1,62,1.09723
0,0,0,0,1,1,1,51,0.264481
NA,10,0,0,1,1,1,63,3.500991
NA,5,0,0,1,1,1,50,0.109685
0,0,0,0,1,1,0,56,0.6696076
1,10,0,1,0,0,1,58,0.1617924
NA,5,0,1,1,0,1,26,0.4328783
0,0,0,0,1,1,0,29,0.3876612
0,7.5,0,0,1,0,1,29,0.4339931
0,0,0,0,1,1,0,36,0.3032689
0,5,0,0,1,1,1,31,0.6172683
0,2.5,1,0,0,0,1,31,0.8389355
0,0,0,0,0,0,0,56,0.3396686
0,5,0,0,1,0,0,56,0.5260037
0,2.5,1,0,1,0,0,64,0.1542359
1,10,0,0,0,1,1,73,1.387513
0,5,0,1,1,1,0,45,0.3230778
1,7.5,1,1,0,1,0,61,0.6489341
0,0,0,1,0,1,0,56,0.6723075
0,0,0,1,1,1,0,55,0.6266473
0,7.5,0,1,0,1,0,61,0.08099386
0,0,1,1,0,1,0,46,0.1687379
1,5,0,1,0,1,1,59,0.900654
1,10,0,1,0,1,1,56,0.7597413
1,10,0,1,0,1,0,53,0.6477453
0,2.5,0,1,1,1,0,22,1.089182
0,0,0,1,1,0,1,54,0.9928627
1,10,0,1,1,0,1,61,1.190343
0,10,1,1,1,0,1,50,1.954148
0,0,0,1,1,1,0,59,0.08837363
0,5,0,1,1,1,1,60,0.7861031
0,5,1,1,1,1,0,54,0.4972055
NA,7.5,0,0,0,1,1,52,1.229714
NA,10,0,0,0,1,1,63,0.1429579
0,10,0,0,0,1,0,60,0.5225525
0,0,0,0,0,1,0,41,1.371262
0,2.5,0,1,1,1,1,58,0.5881926
1,5,0,1,1,1,1,64,1.739824
0,10,0,1,1,1,1,64,0.5538718
1,10,0,1,1,1,1,47,1.521185
1,7.5,0,1,1,1,0,55,0.9391966
0,5,0,1,1,1,1,50,0.4302662
1,5,0,1,1,1,0,46,0.08423634
1,10,0,1,1,1,0,49,0.1355397
0,7.5,0,1,1,1,1,55,0.3564464
1,10,0,1,1,1,1,45,0.4756279
1,10,0,1,1,1,1,58,0.724768
1,5,0,1,1,1,1,50,0.271574
0,2.5,0,1,1,1,1,62,0.5780945
1,10,0,1,1,1,1,46,0.6968632
0,7.5,0,1,1,1,1,60,0.6379356
0,5,0,1,1,1,1,46,0.6590252
0,0,0,1,1,1,1,29,0.4265691
1,10,0,0,0,1,0,19,7.633686
0,2.5,0,1,1,0,0,30,0.8263485
1,7.5,0,0,0,1,1,40,6.052788
NA,2.5,0,1,1,0,1,43,0.4146101
NA,5,0,0,0,0,0,25,1.842911
0,2.5,1,0,0,1,0,26,2.493372
1,10,0,0,0,1,0,27,0.8267812
NA,5,0,0,1,0,1,46,0.08101935
1,5,0,1,1,1,1,83,1.301322
NA,10,0,0,0,1,0,29,0.1876621
0,7.5,1,1,1,0,0,40,1.479153
0,2.5,0,1,0,0,0,50,0.8722612
1,7.5,0,1,1,0,1,76,0.3037329
0,5,0,0,1,1,1,36,0.8826821
1,10,0,1,0,1,1,70,1.046247
1,10,0,1,0,1,1,47,0.0002119617
0,0,0,1,0,1,1,59,2.243842
0,0,0,0,1,0,1,77,0.5555097
0,10,1,0,0,0,0,52,0.253397
1,10,0,0,0,1,1,78,1.295459
0,0,0,1,1,1,0,25,1.656068
1,10,0,0,0,1,1,58,1.185127
0,10,0,1,0,0,1,65,5.898646
0,0,0,1,1,1,0,30,0.3498667
NA,0,0,1,1,1,0,36,0.42046
0,2.5,0,1,1,0,1,37,0.9363868
1,10,0,0,1,1,1,33,0.5934471
1,7.5,0,1,0,1,1,66,1.134998
NA,10,0,0,1,1,1,61,3.839321
0,0,0,0,1,1,1,57,0.7943498
1,5,0,0,0,1,1,57,0.5625896
0,2.5,0,0,0,1,1,62,0.7492602
NA,7.5,0,0,1,1,1,61,1.039053
NA,7.5,0,0,0,1,1,53,0.2975812
NA,10,0,0,0,1,1,46,1.486547
1,10,0,0,0,1,1,64,0.5378448
NA,10,0,0,1,1,1,54,0.2202194
0,10,0,0,1,1,1,61,0.6900529
1,5,0,1,0,1,1,57,1.384453
1,10,0,1,0,1,0,50,2.128716
NA,10,0,1,0,1,1,53,0.07555316
1,7.5,0,0,1,1,1,79,0.9519009
1,10,0,0,1,1,1,71,0.4264769
0,0,0,0,0,1,1,72,0.08973023
1,7.5,0,0,0,1,1,82,0.6705823
1,7.5,0,0,0,1,0,68,1.25967
1,10,0,0,1,1,1,72,0.4963469
0,5,0,0,1,1,1,65,0.8668816
0,0,0,0,1,1,1,74,0.8008501
0,2.5,0,0,0,1,1,74,0.918964
0,2.5,0,0,0,1,1,78,1.146074
0,2.5,0,0,1,1,1,69,0.2700249
0,0,0,0,1,1,1,73,1.969079
1,5,0,0,1,1,1,86,1.93843
1,0,0,0,1,1,1,67,0.683011
0,0,0,0,1,1,1,65,0.9211368
1,10,0,0,1,1,1,51,0.477042
0,2.5,0,0,1,1,1,52,0.9770494
1,10,0,0,1,1,0,49,1.250373
NA,10,0,0,1,1,0,58,1.99679
1,10,0,0,1,1,1,60,0.8608927
1,10,0,1,1,0,1,62,1.194031
1,10,0,1,1,0,1,71,0.5946467
NA,5,1,0,1,0,0,36,0.6981459
0,10,0,0,1,0,1,57,0.0001085235
0,0,0,0,1,0,1,67,0.1382365
0,5,0,0,1,0,1,46,0.2486596
0,5,0,0,1,0,0,59,0.5389069
1,5,0,0,0,1,0,70,4.817465
0,0,0,0,0,1,0,70,0.8888933
1,10,0,1,1,1,1,53,0.7602602
1,10,0,1,0,1,0,58,0.6765213
1,10,0,1,0,1,1,51,0.6367221
1,5,0,1,0,1,1,51,1.356656
NA,5,0,1,0,1,0,54,1.049974
0,10,0,1,1,1,0,59,0.3846513
0,2.5,0,1,0,1,1,63,1.140514
0,2.5,0,1,1,1,1,62,0.5686575
1,10,0,1,0,1,1,57,0.1418001
0,5,0,1,1,1,1,61,0.667445
NA,0,0,1,1,1,0,26,0.1667068
0,0,0,1,1,0,1,46,0.09776567
0,5,0,1,1,1,1,53,0.6984147
0,0,0,1,1,1,1,55,0.489592
0,0,0,1,1,1,1,55,0.94162
0,0,0,1,1,1,0,53,0.6956942
0,5,0,1,1,1,1,59,0.560571
1,10,0,1,1,1,1,63,0.9443173
0,2.5,0,0,1,0,0,33,0.587801
1,7.5,0,1,1,1,1,59,1.186248
0,0,0,1,1,1,1,60,0.5904452
1,5,0,1,1,1,1,55,0.6276987
0,2.5,0,1,1,1,1,46,1.176524
0,0,0,1,1,1,0,28,0.6276329
0,2.5,0,0,0,0,1,63,0.0002127194
NA,2.5,0,0,0,0,0,43,0.2071096
1,7.5,0,0,0,1,1,86,1.260139
0,2.5,0,0,1,1,1,62,0.9024664
0,0,0,0,0,1,0,74,0.4930402
1,10,0,1,1,1,1,55,0.1372884
0,0,0,0,1,1,1,58,0.8856854
NA,2.5,0,0,1,1,0,29,1.401476
0,5,0,1,1,1,1,72,0.2066205
0,5,0,1,1,1,1,58,0.8665845
1,10,0,1,1,0,1,59,0.6150733
1,0,0,0,1,1,1,64,1.479194
0,2.5,1,0,1,0,1,50,1.175988
0,2.5,0,1,1,1,1,47,0.791741
0,0,0,1,1,1,1,64,0.8706575
0,0,0,1,0,0,0,45,3.686545
0,7.5,0,1,0,0,1,53,0.2669491
0,0,0,1,0,0,1,71,0.1434007
1,10,0,0,1,1,1,37,0.7091961
0,2.5,0,0,0,1,0,31,0.3551323
1,10,0,0,0,1,1,36,0.6452526
0,0,0,0,1,1,1,36,1.015976
1,10,0,1,0,0,1,66,1.094248
1,10,0,1,0,1,1,71,1.432458
1,10,0,1,0,1,1,70,1.218335
1,5,1,1,0,1,0,62,0.6622039
1,7.5,0,1,0,1,1,60,0.8321072
NA,5,0,1,0,1,0,46,0.2944949
0,2.5,0,1,0,0,0,34,0.9642828
NA,5,0,1,0,0,0,47,0.3187616
0,5,0,1,0,1,0,34,0.6630625
0,0,0,1,0,1,0,33,1.058741
0,5,0,1,1,1,1,42,0.06920919
0,5,0,1,1,1,1,32,1.027897
0,2.5,0,1,1,1,1,36,0.6388458
0,2.5,0,1,1,1,0,40,1.652744
1,10,0,0,0,1,1,66,2.004413
0,2.5,0,0,0,0,0,51,0.5490334
1,5,0,0,0,1,1,28,0.8107471
1,7.5,0,0,0,0,0,71,0.2342999
0,2.5,0,0,1,0,0,45,0.74019
0,0,0,0,0,1,0,21,1.800777
0,2.5,0,1,1,0,0,66,0.1520793
0,0,0,0,0,1,0,44,2.20405
0,0,0,0,1,1,1,34,0.6490814
1,5,0,1,0,1,1,69,1.27594
0,0,0,1,0,1,0,73,0.7848444
0,10,0,0,0,1,1,52,0.6699941
1,10,0,0,1,1,1,55,0.6545813
1,10,0,0,1,1,0,47,0.9780752
0,0,0,0,0,1,0,61,1.241778
NA,2.5,0,0,0,1,1,51,1.016987
0,10,0,0,1,1,1,60,1.035942
1,10,0,0,1,1,1,57,1.257557
NA,7.5,0,0,0,1,1,58,0.1873774
NA,7.5,0,0,0,1,1,54,0.3168192
NA,7.5,0,0,0,1,1,55,0.5446543
0,0,0,0,0,1,1,55,1.087239
1,7.5,0,0,0,1,1,63,1.125299
0,5,1,0,0,1,1,63,0.3920125
NA,0,0,0,0,0,0,24,0.7313055
0,2.5,0,0,1,1,1,60,1.228595
1,2.5,1,0,1,1,1,55,2.672159
0,2.5,0,0,1,1,1,62,1.220802
0,2.5,0,0,1,1,1,50,0.6533679
1,7.5,0,1,0,1,1,59,0.8916662
0,5,0,0,0,1,1,65,0.6752468
0,2.5,0,0,0,1,1,73,0.3329491
1,5,0,0,0,1,1,78,0.6244937
0,0,0,0,0,1,1,69,0.918964
0,2.5,0,0,0,1,1,71,0.257983
0,2.5,0,0,0,1,0,69,0.9082308
1,10,0,0,1,0,1,68,1.005849
0,2.5,0,0,1,1,1,67,0.330767
1,7.5,0,0,1,1,0,67,0.6754267
0,2.5,0,1,1,1,1,65,0.8812399
1,10,0,0,1,1,1,70,0.0002175394
1,10,0,0,1,1,1,72,2.110479
0,5,0,0,1,1,0,56,0.3461855
0,5,0,0,1,1,1,59,1.050878
1,10,0,0,1,1,1,51,1.250373
0,0,0,0,1,1,1,58,0.06363625
0,0,0,0,1,1,1,58,1.227274
0,2.5,0,0,1,1,1,62,0.7770322
0,0,0,0,1,1,0,26,0.3963955
0,0,1,0,1,1,0,25,0.5672549
0,2.5,0,0,1,1,0,43,1.338042
0,5,0,0,1,1,0,32,0.9582465
NA,2.5,0,1,1,0,1,51,0.3818731
0,7.5,0,0,0,0,1,65,0.1333036
0,0,0,0,0,0,1,67,0.4156611
NA,2.5,0,1,1,1,0,34,0.1026074
0,10,0,1,1,1,1,36,0.4925499
0,2.5,0,1,1,1,1,43,0.1146594
NA,5,0,1,1,1,0,38,0.4365525
0,0,0,0,1,0,1,59,0.6191676
1,5,0,0,0,1,1,66,0.8487298
1,7.5,0,0,0,1,1,71,1.10663
1,5,0,0,0,1,1,81,0.6258578
1,5,0,0,0,1,1,72,1.981011
0,7.5,0,1,0,1,0,52,0.1088354
1,10,0,1,0,1,1,58,1.005909
0,2.5,0,1,0,1,1,50,0.5117609
1,7.5,0,1,0,1,1,62,0.5365297
1,10,0,1,1,1,1,60,0.980674
NA,10,0,1,1,1,1,48,0.4315697
1,10,0,1,1,1,1,62,0.7343118
0,0,0,1,1,1,0,49,0.3050819
0,0,0,1,1,1,1,55,0.791741
0,0,0,1,1,1,1,52,0.4428983
NA,10,0,0,0,1,1,63,1.017401
0,2.5,0,0,0,1,1,51,1.799883
1,10,0,0,0,1,1,62,1.005175
0,0,0,0,0,1,0,44,1.298915
0,2.5,0,1,1,1,1,49,0.6637627
0,0,0,1,1,1,1,49,0.5721845
1,5,0,1,1,1,1,64,0.5548355
1,10,0,1,1,1,1,56,0.9391966
1,10,0,1,1,1,0,52,0.8121265
1,10,1,1,1,1,1,62,1.022633
0,10,0,1,1,1,1,48,0.5665463
0,0,0,1,1,1,1,60,1.038709
NA,2.5,0,1,1,1,1,47,0.1943283
1,10,0,1,1,1,0,55,0.2210473
1,10,0,1,0,1,0,60,1.186749
1,2.5,0,0,0,1,1,64,0.0001062427
NA,10,0,1,0,1,0,27,0.6884288
1,10,0,1,1,0,1,54,0.9292155
NA,0,1,0,0,0,0,31,1.204883
0,5,0,1,1,1,1,30,0.6306785
1,10,0,1,1,1,1,58,1.125921
NA,7.5,0,0,0,1,1,43,2.489474
0,0,0,1,1,1,0,29,0.9296806
1,7.5,0,1,0,0,1,68,0.6902694
0,0,0,0,0,0,0,26,0.3782638
0,0,0,0,1,1,0,28,0.779033
0,0,0,0,1,0,0,35,0.3715622
0,2.5,1,0,1,0,1,54,0.9291599
0,2.5,0,1,0,0,0,63,1.08685
0,10,0,1,0,0,1,51,0.5752373
0,0,0,1,1,0,0,25,0.5363109
0,0,1,0,0,0,1,61,2.241401
1,7.5,0,0,1,1,1,43,1.254597
1,10,0,0,0,1,1,38,0.6834455
0,2.5,0,0,1,1,1,37,0.7302088
NA,0,0,0,1,1,0,28,0.4399997
0,0,0,1,0,1,1,56,1.748766
NA,5,0,1,0,1,1,30,6.667936
NA,5,0,0,1,0,0,27,1.567978
0,7.5,0,1,1,1,1,43,0.2955595
1,5,0,0,0,1,1,57,0.8968026
1,7.5,1,0,0,1,1,53,0.9500229
NA,2.5,0,0,1,0,0,33,0.2300873
NA,10,0,0,0,1,0,34,2.662352
0,0,0,1,1,1,1,31,0.6108475
0,2.5,0,1,1,1,1,31,1.455851
0,10,0,1,1,1,1,44,0.655004
1,10,0,0,0,1,1,40,1.474827
NA,5,0,0,1,1,0,34,1.222686
0,0,0,0,1,1,1,44,3.494748
1,7.5,0,1,0,1,1,76,0.7300843
1,7.5,0,1,0,1,1,66,0.7683131
1,5,0,1,0,1,0,71,0.8218316
1,10,0,1,0,1,1,69,6.774795
1,7.5,0,0,0,1,1,53,0.1360408
1,7.5,0,0,1,1,NA,58,0.3481867
1,10,0,0,0,1,1,54,1.002688
0,0,0,0,0,1,1,53,1.035942
0,2.5,0,0,0,1,0,47,0.2410783
1,10,0,0,0,1,1,53,0.9780752
0,7.5,0,0,0,1,1,60,1.137904
1,10,0,0,0,1,0,47,1.894197
0,0,0,0,0,1,1,57,0.3945705
1,0,0,0,1,1,1,45,0.8927169
0,10,0,0,0,1,0,49,1.432193
1,10,0,0,0,1,0,57,1.501674
NA,5,0,0,0,0,1,20,1.405415
0,2.5,1,0,0,0,0,57,0.03176853
1,5,0,0,1,1,1,54,2.230918
0,0,0,0,1,1,1,60,0.9496735
0,7.5,0,0,1,1,1,55,0.9204259
1,7.5,0,1,0,1,1,46,1.384831
1,10,0,0,1,1,1,68,1.706697
NA,10,0,0,1,1,0,65,0.2858207
0,5,0,0,0,1,1,74,0.6203465
0,0,0,0,0,1,1,65,0.8421654
0,0,0,0,0,1,1,77,0.5469829
1,7.5,0,0,0,1,1,70,1.142808
0,5,0,0,1,1,1,76,1.660508
1,7.5,0,0,1,1,1,75,1.462119
1,5,0,0,1,1,1,46,1.11397
0,5,0,0,1,1,1,58,1.107721
0,2.5,0,0,1,1,1,62,1.050676
1,10,0,0,1,1,1,58,0.6214469
1,7.5,0,0,1,1,1,50,1.250373
0,5,1,0,1,1,1,61,0.2921244
1,5,0,0,1,1,1,50,1.305175
0,0,0,0,1,1,0,38,0.5405414
0,7.5,0,1,1,0,0,55,0.404695
0,2.5,0,1,0,1,0,21,4.444463
NA,5,0,1,0,1,0,23,0.02901981
0,0,0,1,1,0,1,33,0.5333192
NA,10,0,1,1,1,1,35,0.2105376
0,0,0,0,0,1,1,66,0.7692175
0,0,0,0,0,1,1,76,0.976116
0,0,0,0,0,1,1,76,7.126812
1,10,0,0,0,1,1,89,0.71471
0,2.5,0,1,0,1,0,62,0.5986819
NA,2.5,0,1,1,1,0,48,1.426787
0,2.5,0,1,0,1,1,61,0.8633359
1,10,0,1,0,1,1,60,0.3400842
0,5,0,1,1,0,1,61,0.1490298
0,0,0,0,0,0,0,28,2.232401
0,10,0,1,1,1,1,57,0.1275551
1,10,0,1,1,1,1,62,0.1442286
0,0,0,1,1,1,1,53,0.7385771
NA,0,0,0,0,0,0,52,0.2779515
NA,5,0,0,0,1,1,54,1.621269
0,2.5,0,0,0,1,1,54,1.744197
0,7.5,0,0,0,1,1,62,0.8349049
NA,10,0,0,0,1,0,33,4.304886
1,5,0,1,1,1,1,59,0.7249658
0,2.5,0,1,1,1,1,55,0.6975692
0,2.5,0,1,0,0,0,35,0.9657623
1,10,0,1,1,1,1,51,0.6626465
0,10,0,1,1,1,1,58,0.1693404
0,5,0,1,1,1,0,45,0.4847364
1,7.5,1,1,1,1,1,64,0.7946659
1,7.5,0,1,1,1,1,51,0.9971054
1,5,0,1,1,1,1,52,1.289063
1,10,0,1,1,1,1,57,0.699885
0,2.5,1,1,1,1,1,59,0.5943043
1,7.5,1,1,1,1,1,61,0.8808439
0,0,0,0,1,0,0,57,0.8475412
0,5,0,0,0,0,0,56,0.8607372
0,0,0,0,0,1,0,27,0.4918814
0,0,0,0,1,0,0,59,0.4914862
1,5,0,1,0,1,0,57,1.123025
0,2.5,0,1,1,1,1,38,1.053299
1,10,0,1,1,1,1,46,1.484521
NA,5,0,0,0,1,0,19,0.4319676
NA,10,0,1,0,1,1,21,1.942169
1,2.5,0,1,1,1,0,61,1.12911
1,7.5,0,1,1,1,1,82,0.6902694
NA,5,0,1,1,1,1,33,0.1731013
1,7.5,0,0,1,1,0,22,1.022813
1,10,0,0,1,1,1,64,0.7491154
NA,2.5,0,0,0,1,0,28,3.234781
0,2.5,0,0,0,1,0,20,4.603561
0,0,0,0,0,0,1,62,0.7962946
0,2.5,0,0,1,1,1,36,1.627187
0,0,0,0,1,1,1,37,0.8111835
0,2.5,0,0,1,1,1,25,0.49992
1,7.5,0,0,1,1,1,29,0.5912659
NA,5,0,1,0,1,0,46,3.659324
0,5,0,0,0,0,0,58,0.5069808
NA,5,0,1,0,1,0,28,0.7648147
NA,7.5,1,1,0,1,0,40,0.4154834
NA,7.5,0,1,0,1,0,39,0.6635896
1,10,0,1,0,1,1,36,0.8392123
1,10,0,1,1,1,0,30,2.119609
0,2.5,0,1,1,1,0,28,1.496277
0,2.5,0,1,1,1,0,27,1.748883
1,10,0,0,0,1,1,53,0.6650457
NA,5,0,0,1,0,0,41,0.3097848
0,0,0,0,1,0,1,44,0.8269243
NA,10,0,0,0,1,1,43,1.745098
NA,2.5,0,0,0,1,1,39,0.4208136
NA,2.5,0,0,1,0,0,25,0.06116404
NA,7.5,0,1,0,0,0,46,14.92226
1,10,0,1,0,0,1,47,0.9514869
NA,7.5,0,0,1,1,0,24,2.140227
NA,5,0,0,0,1,0,40,0.2506002
1,10,0,0,0,1,1,34,0.6777689
NA,0,0,0,0,1,0,38,1.354903
0,5,0,1,0,1,1,75,0.708922
1,10,0,1,0,1,1,83,0.7466791
1,10,0,1,0,1,0,68,1.347903
0,0,0,1,0,1,1,80,1.10493
NA,10,0,1,0,1,1,66,1.701618
0,0,0,0,1,1,1,25,0.1373855
1,10,1,0,0,1,1,60,0.674726
1,10,0,0,0,1,1,50,1.530848
0,5,0,0,1,1,1,48,1.391968
0,0,0,0,1,1,0,63,0.4780508
0,2.5,0,0,0,1,1,63,1.391968
0,0,0,0,0,1,1,63,0.7548667
1,10,0,0,0,1,1,56,0.6479858
0,2.5,0,0,0,1,0,57,0.6262334
NA,10,0,0,0,0,0,54,0.1590963
0,7.5,0,0,1,1,1,58,0.692854
0,0,0,0,1,1,1,60,1.496853
0,0,0,0,1,1,1,56,1.293159
1,7.5,0,0,1,1,1,62,0.8562566
1,7.5,0,1,0,1,1,51,1.48446
NA,2.5,0,1,0,1,1,58,1.363172
0,7.5,0,1,0,1,1,63,0.8522405
0,5,0,0,0,1,1,65,0.5150272
1,5,0,0,0,1,0,83,0.2570729
0,2.5,0,0,0,1,1,71,0.6857611
0,0,0,0,0,1,0,80,0.8312819
1,2.5,0,0,1,1,1,70,0.5577577
0,7.5,0,0,0,1,1,76,0.8656049
1,7.5,0,0,0,1,1,68,1.102788
0,7.5,0,1,1,0,0,41,0.218723
1,10,0,0,1,1,1,60,0.7027032
1,5,0,0,1,1,1,57,0.8369966
0,0,0,0,1,1,1,47,0.9151823
0,0,0,0,1,1,1,50,0.4978794
0,2.5,0,0,1,1,1,63,1.392485
0,2.5,0,0,1,1,1,57,1.349908
1,5,0,0,1,1,1,61,1.308229
0,0,0,0,1,1,1,29,0.7924439
0,0,0,0,1,1,0,38,0.01518921
0,0,0,0,1,1,0,35,0.4301006
0,5,0,1,1,1,0,34,1.520979
1,2.5,0,1,1,1,1,39,0.9131422
1,10,0,0,0,1,1,70,1.673795
NA,2.5,0,0,0,1,1,66,12.84142
NA,0,0,0,0,1,1,78,0.1756217
0,10,0,0,0,1,1,69,1.001263
1,10,0,1,0,1,1,61,0.2031202
0,10,0,1,0,1,0,51,0.7089356
1,10,0,1,1,1,1,63,1.157999
1,10,0,1,0,1,1,62,0.9268251
1,7.5,0,1,0,1,1,56,0.1133882
1,10,0,1,1,1,0,47,0.5252581
1,10,0,1,0,1,0,50,1.611402
0,0,0,1,0,1,1,50,0.1840024
0,0,0,1,1,1,1,58,0.4377828
1,10,0,1,1,0,0,59,0.6936452
0,0,0,1,1,1,0,53,0.3291751
1,10,0,1,1,1,1,46,1.183392
NA,7.5,0,0,0,1,0,51,0.3912572
1,10,0,0,0,1,1,47,0.3907582
NA,7.5,0,0,0,1,1,54,1.488483
0,0,0,0,1,0,0,44,0.7544673
1,10,0,1,1,1,1,62,0.3560792
0,2.5,0,1,1,1,1,49,0.5431767
0,5,0,1,1,1,1,52,0.6213088
1,10,0,1,1,1,1,57,0.6222222
1,10,0,1,1,1,1,63,1.248919
1,7.5,0,1,1,1,0,53,0.6927612
1,10,0,1,1,1,1,60,0.6606215
1,2.5,0,1,1,1,0,57,1.219334
0,0,0,1,1,1,0,61,0.7769085
0,0,0,1,1,1,1,64,0.3647502
1,5,0,1,1,1,1,56,0.5975947
0,2.5,0,1,1,0,0,47,1.399551
NA,5,0,0,0,0,1,47,0.185139
NA,2.5,0,0,0,1,0,20,1.308634
0,0,0,0,1,0,0,64,0.2671068
0,5,0,1,1,0,0,41,0.1878262
0,5,0,0,0,1,1,73,1.381055
0,0,0,0,1,1,1,60,0.9629229
0,0,0,0,1,1,1,76,0.6160978
NA,10,0,1,0,1,1,55,0.1249594
0,0,0,1,1,1,1,61,1.205416
0,5,0,0,0,0,0,40,2.536616
0,0,0,0,0,1,0,32,1.187038
0,0,1,1,1,1,0,25,0.1388365
NA,7.5,0,1,1,0,1,34,0.1261591
0,2.5,0,1,1,1,1,33,0.05640687
1,10,0,1,0,1,1,70,0.6902694
1,10,0,1,0,1,1,60,4.488676
NA,5,0,0,0,0,1,55,0.3277484
NA,7.5,0,0,0,1,0,34,1.254358
1,5,0,0,1,1,1,41,0.8380657
NA,7.5,0,0,1,1,0,33,1.969338
1,10,0,1,0,1,0,49,2.498565
0,0,0,1,0,1,1,45,1.278128
