"trump_vote","host_imm","unemp","male","college","white","home_owner","age","weight"
NA,0,0,1,0,1,0,55,1.797667
0,5,0,1,0,1,1,55,0.6723075
1,7.5,0,1,0,1,1,53,0.6214365
0,2.5,0,0,0,1,0,55,0.5035673
0,0,0,0,0,1,1,56,0.4162607
NA,5,0,1,1,1,1,47,0.1495134
1,7.5,0,1,0,0,1,73,0.4816828
NA,7.5,0,1,0,1,0,31,1.446392
NA,10,0,0,1,1,1,30,0.2924375
0,0,0,0,1,0,1,23,0.1672275
0,0,0,0,0,0,1,57,0.539276
0,10,0,0,1,0,0,24,0.2428378
0,2.5,0,0,1,0,0,62,0.3274967
1,2.5,0,1,1,1,1,63,8.025899
NA,0,0,0,1,0,0,46,0.4902394
1,10,0,0,1,0,1,45,0.4022518
0,7.5,0,0,0,0,1,24,0.8254912
NA,5,0,1,0,1,1,39,0.3686936
0,2.5,0,0,1,1,1,31,1.496723
0,2.5,0,0,1,1,1,34,0.3711374
NA,2.5,0,0,0,1,0,22,1.948941
NA,5,0,0,0,0,0,29,0.7272105
NA,7.5,0,0,0,1,0,34,2.60519
0,0,0,0,1,1,1,45,0.5710791
NA,10,0,0,1,0,1,50,0.1879429
0,5,0,0,1,1,1,35,0.102423
1,0,0,0,0,1,0,45,0.5185755
NA,0,0,1,1,0,1,24,0.624524
0,2.5,0,0,1,1,1,35,0.3465262
0,2.5,0,1,1,0,0,64,0.6039164
NA,2.5,0,0,0,0,0,43,0.06621205
1,10,0,0,0,1,1,50,0.5344447
0,7.5,0,0,1,0,1,36,1.161248
1,0,0,0,1,1,1,46,1.464866
0,0,0,0,0,0,0,26,0.5439063
NA,7.5,0,0,0,1,0,29,2.308778
0,2.5,0,1,1,1,1,35,0.5506375
1,10,0,0,0,1,1,49,0.6771791
1,7.5,0,1,0,1,1,58,1.733235
NA,2.5,0,0,0,0,0,19,0.1756215
0,0,0,0,1,1,0,25,0.2109831
NA,7.5,0,0,1,0,1,20,0.06133707
NA,2.5,0,0,0,0,0,44,0.9535853
0,5,0,1,1,1,1,33,0.436148
0,2.5,0,1,1,0,0,59,0.5539845
NA,10,1,1,0,1,1,28,3.285572
0,7.5,0,0,0,0,0,38,0.5836412
0,2.5,0,0,1,0,1,50,0.7698876
0,0,0,0,1,1,0,34,0.4025564
0,2.5,0,1,1,1,1,39,0.256637
1,5,0,0,1,1,1,36,0.9576392
0,7.5,0,0,0,0,1,51,1.317189
0,10,0,1,1,1,1,47,0.07433737
1,2.5,0,0,1,1,1,31,2.164454
NA,5,0,0,0,1,1,32,2.779575
1,10,0,0,1,1,0,22,0.4447337
0,7.5,0,1,0,1,1,39,1.926447
1,2.5,0,1,0,1,0,41,1.236301
NA,7.5,0,0,0,1,1,33,0.02165191
0,2.5,0,0,1,1,0,44,0.2448071
NA,2.5,0,0,0,0,0,18,1.378635
NA,0,0,0,0,0,0,52,0.3479429
0,2.5,0,0,0,1,0,70,0.07120859
0,5,0,0,1,1,1,61,1.227274
NA,5,0,0,1,0,1,62,2.536226
1,0,0,1,1,0,0,27,0.0480553
NA,7.5,0,0,0,1,0,50,0.3962242
1,2.5,0,0,0,1,1,73,1.028489
0,2.5,1,0,1,1,1,60,1.228358
NA,7.5,0,0,0,0,1,24,0.1885897
1,7.5,0,0,1,1,0,43,0.7731245
0,0,0,0,0,1,1,71,0.723219
1,7.5,0,0,0,1,1,67,0.9557782
NA,2.5,0,0,1,1,1,59,2.634094
NA,0,0,0,1,0,0,27,0.1023117
NA,2.5,0,1,0,0,0,27,1.28768
0,0,0,0,1,1,0,28,0.3235625
1,10,0,1,0,1,1,48,1.942121
0,0,0,0,1,0,0,38,0.4664474
1,2.5,0,1,1,1,1,36,0.4812461
0,2.5,0,1,0,1,1,56,0.2892579
1,2.5,0,0,1,0,1,54,0.1618568
0,0,0,0,1,1,1,58,0.5260858
0,0,0,1,1,1,1,34,0.6849219
1,2.5,0,1,0,1,1,48,1.083472
0,2.5,0,0,1,1,0,57,1.178751
NA,2.5,0,0,0,0,0,36,0.79436
0,5,0,1,1,1,1,50,1.158751
0,5,0,1,0,1,0,31,10.90113
NA,2.5,1,0,0,0,0,47,0.1265932
0,2.5,0,0,1,1,1,32,0.5946059
0,0,0,0,1,1,1,58,0.4106265
NA,7.5,0,0,1,0,0,33,0.5639207
1,10,0,0,0,1,1,62,1.087234
1,10,0,0,0,1,0,21,1.018217
0,7.5,0,1,1,0,1,60,0.9928627
1,5,0,0,0,1,0,79,0.5844799
0,2.5,0,0,1,1,1,31,1.272372
0,2.5,0,0,1,1,0,30,0.2587721
1,10,0,1,0,1,1,23,1.328189
1,10,0,0,1,1,1,28,0.5283701
0,0,0,0,1,1,1,39,0.8930086
NA,0,0,1,1,0,1,29,0.07913564
0,0,0,0,1,1,1,30,0.7273007
1,2.5,0,1,1,1,0,55,1.384737
NA,10,0,1,0,1,0,18,1.087435
0,0,0,0,1,0,1,54,0.6040823
NA,10,0,0,1,0,0,46,0.1612789
NA,0,0,0,0,0,0,21,2.010818
1,10,0,0,1,1,1,63,1.373051
NA,2.5,0,0,1,1,0,30,0.974472
1,7.5,0,0,0,1,0,54,0.7844171
0,0,0,1,1,0,1,36,0.1532135
1,7.5,0,0,0,1,1,56,1.862078
0,10,0,0,1,0,0,38,0.4367817
NA,7.5,0,1,0,1,1,35,0.5701533
NA,2.5,0,1,0,1,0,44,0.08617301
0,0,0,0,1,0,0,33,0.6759581
0,0,0,1,1,1,1,60,0.7858186
NA,10,0,1,0,1,0,52,0.2941256
1,7.5,0,1,1,1,1,58,0.7221405
0,0,0,0,0,1,1,37,0.030332
0,2.5,0,1,1,1,1,55,1.258004
0,2.5,0,0,1,1,0,45,0.5061438
NA,0,0,0,0,0,0,19,3.894075
NA,0,0,1,0,0,0,25,2.717093
NA,0,0,0,0,0,1,45,0.8863732
NA,2.5,0,1,1,0,1,20,4.950309
1,10,0,1,0,1,0,88,0.9121521
1,7.5,0,0,0,1,0,30,1.206339
NA,5,0,1,1,0,1,50,0.3423806
1,7.5,0,0,0,1,1,33,1.48021
0,2.5,0,0,1,1,1,59,0.4357209
0,2.5,0,0,0,0,0,56,0.2241309
NA,2.5,0,1,1,1,0,36,0.2647123
NA,5,0,1,1,0,1,26,0.09035219
NA,2.5,0,1,1,1,1,35,0.1629367
1,10,0,0,1,1,1,47,1.199119
0,2.5,0,0,1,1,1,49,1.015999
0,5,0,0,1,1,1,62,1.191012
1,10,0,0,1,1,1,30,0.3107315
1,10,0,1,0,1,0,47,0.7698763
0,2.5,0,0,0,0,0,48,1.930154
1,2.5,0,1,0,1,1,29,3.457983
1,10,0,1,1,1,1,58,0.561256
0,2.5,0,1,0,1,0,72,0.9579157
1,10,0,0,0,1,1,56,0.2962415
0,10,0,0,0,1,0,45,0.3509884
0,5,0,0,1,1,0,34,0.6578342
1,7.5,0,0,1,1,0,26,0.7653743
NA,7.5,0,0,0,1,0,26,0.334886
1,7.5,0,0,1,1,1,67,0.6491538
0,5,0,0,1,1,1,30,0.2215967
NA,2.5,0,0,0,0,0,22,0.9222445
0,10,0,1,1,1,1,39,1.707154
0,5,0,0,1,0,1,66,0.1690735
NA,2.5,1,0,0,0,0,45,0.1605812
NA,0,0,1,1,0,0,49,0.05532307
1,10,0,0,1,1,1,63,1.51765
0,2.5,0,0,1,1,1,65,0.9797641
0,2.5,0,0,1,1,1,33,0.3750979
NA,0,0,0,1,0,0,24,0.04343181
1,5,0,0,0,1,1,71,0.9701552
0,5,0,1,0,1,0,38,0.6199365
0,2.5,0,0,1,0,0,32,0.1166103
0,7.5,0,0,1,0,1,35,0.747476
0,7.5,0,1,0,1,0,55,0.7379389
1,5,0,1,0,1,1,63,0.7780849
NA,5,0,1,1,0,0,37,1.164507
NA,2.5,0,0,0,0,1,49,0.03540223
1,7.5,0,1,1,1,1,48,1.362913
0,0,0,0,1,1,1,74,0.3826298
NA,0,0,0,0,1,0,23,3.400493
0,2.5,0,1,1,1,1,31,0.7906477
0,0,0,0,0,1,1,67,0.3717665
NA,2.5,0,0,1,0,0,37,0.06631264
0,2.5,0,0,0,1,1,50,0.5410625
0,2.5,0,0,1,1,1,45,0.631503
0,7.5,0,0,0,1,1,41,0.5013058
1,10,0,1,1,1,1,57,0.358343
1,10,0,1,1,1,0,50,0.2446199
1,7.5,0,0,1,1,0,68,0.7346798
0,2.5,0,1,0,1,1,66,0.3215366
0,0,0,0,1,1,0,29,0.2527361
0,2.5,1,0,0,0,1,38,0.5578065
1,5,0,0,1,1,1,66,0.779917
1,7.5,0,1,1,1,1,50,0.3914747
NA,2.5,0,0,0,0,0,35,2.504655
0,0,0,0,0,0,0,29,0.5630698
1,7.5,0,0,0,1,1,53,0.7448887
1,10,0,0,1,1,1,60,0.5563176
1,2.5,0,0,1,1,1,53,1.969697
0,7.5,0,0,0,1,1,35,0.7803873
1,10,0,0,0,1,0,58,0.9094516
1,10,0,0,1,1,1,48,1.034987
0,2.5,1,0,1,1,1,48,0.4957321
1,7.5,0,0,1,1,1,72,0.839528
0,2.5,0,0,0,1,1,53,1.652672
NA,5,0,0,1,0,0,34,2.96428
NA,2.5,0,1,0,0,1,40,5.114936
NA,2.5,0,1,1,0,0,23,0.1185433
0,2.5,0,1,1,0,1,46,0.9993942
NA,0,0,0,1,0,1,60,0.1665798
0,2.5,0,1,0,0,1,64,0.4874669
1,7.5,0,0,1,1,1,61,0.9747415
0,0,0,0,1,1,1,56,0.8291661
1,2.5,0,1,1,0,0,56,1.010318
NA,7.5,0,1,0,1,1,28,0.2061163
NA,7.5,0,1,0,0,1,62,0.4367606
1,2.5,0,0,1,0,1,30,0.4405162
0,10,0,1,0,1,0,59,0.0002175871
1,10,0,0,0,1,1,41,0.4249036
0,5,0,0,1,1,1,59,0.5260358
NA,10,0,0,0,1,1,31,1.439938
NA,5,0,0,1,0,0,27,0.3629299
NA,10,0,1,1,1,0,56,0.1227517
1,2.5,0,0,1,1,1,33,0.3055493
NA,0,0,1,0,1,0,24,0.5710983
1,10,0,0,0,1,1,69,0.9995881
0,5,0,0,1,0,1,39,0.1607823
NA,0,0,0,0,0,0,18,0.2758512
0,0,0,0,1,0,1,45,1.428594
0,10,1,1,1,1,1,63,0.05425643
0,2.5,0,0,1,1,1,30,0.6131974
0,10,0,0,0,1,1,54,1.845765
1,2.5,0,0,1,1,1,30,0.8403192
NA,2.5,1,1,0,0,1,40,0.9566021
0,2.5,0,0,1,1,1,28,0.4543305
NA,0,0,0,0,0,1,38,0.4591839
0,7.5,0,0,1,0,1,38,0.6456595
1,5,0,0,0,1,1,51,0.3170752
1,7.5,0,0,1,1,1,40,1.021033
1,5,0,1,1,0,1,67,0.2921474
NA,2.5,0,0,1,0,0,40,0.2888606
NA,2.5,0,0,0,1,1,64,1.036891
0,2.5,0,1,0,0,0,27,2.138595
NA,0,0,1,0,0,0,18,1.961278
1,7.5,0,1,1,1,1,53,1.16203
0,7.5,0,0,0,1,0,28,0.4165623
0,2.5,0,0,1,1,0,27,2.450612
NA,5,0,1,1,1,1,44,0.1384421
0,0,0,0,0,0,0,21,0.8494792
1,5,0,1,1,1,1,35,0.5740827
0,2.5,0,0,1,1,0,30,0.2709608
NA,5,0,1,0,0,1,71,0.1541068
NA,5,0,0,0,1,1,64,0.1353682
NA,5,0,0,0,1,1,57,2.396549
1,10,0,1,0,1,1,36,0.2455338
NA,2.5,0,0,0,1,1,34,0.444438
NA,2.5,0,0,1,0,0,32,0.1814986
1,7.5,0,0,1,1,0,35,0.5982193
NA,2.5,0,0,1,0,1,37,1.382928
0,0,0,0,1,0,1,40,1.082697
NA,5,0,0,0,0,0,46,0.07903544
NA,5,0,1,1,1,1,26,0.5812769
0,0,0,0,0,0,0,65,1.453194
0,0,0,0,0,1,1,47,0.3486174
NA,10,0,1,0,1,1,59,0.5181255
NA,5,1,0,0,0,0,42,0.3687551
0,7.5,0,1,0,0,1,53,0.2056889
0,7.5,0,0,0,1,1,47,0.3297123
NA,5,0,0,1,0,0,26,0.2010775
0,2.5,0,0,0,0,0,70,2.067513
0,0,0,1,1,1,1,64,1.399551
NA,2.5,0,1,0,0,0,21,0.2868753
NA,5,1,0,0,1,1,26,0.7969504
1,7.5,0,0,1,0,1,36,0.7017591
0,7.5,0,0,0,0,0,47,0.5098305
NA,2.5,0,1,0,0,0,20,0.07468802
0,0,0,0,0,0,0,54,0.3927876
NA,5,0,0,1,0,1,47,1.634963
NA,2.5,1,0,0,0,0,34,0.6084286
1,2.5,0,0,1,1,1,27,0.6719105
0,5,0,0,0,0,1,52,0.3953539
0,0,0,0,0,0,0,33,0.8793871
NA,10,0,1,1,1,0,35,0.6517073
NA,5,0,0,1,1,0,29,0.2979724
0,5,0,0,0,1,1,71,2.247808
NA,2.5,0,0,0,1,0,40,0.3042067
0,10,0,1,1,0,1,53,0.387907
0,10,0,0,0,1,1,38,0.02397464
1,10,0,1,1,0,1,70,0.2774319
NA,2.5,0,0,1,0,0,31,0.03113219
NA,7.5,0,1,0,1,0,29,0.4580673
1,10,0,0,0,0,1,73,0.6212275
0,7.5,0,1,1,0,0,39,0.3138056
NA,7.5,0,0,1,1,1,31,0.206883
NA,0,0,0,0,0,0,34,0.1756178
NA,0,0,1,1,1,0,36,0.1612051
0,10,0,0,1,1,1,47,0.4998246
NA,2.5,0,1,0,1,0,19,0.8000693
1,7.5,0,0,0,1,1,50,0.9382836
0,2.5,0,1,0,1,1,33,0.5189712
0,0,0,0,1,0,1,46,0.8011377
NA,2.5,0,1,0,1,0,26,1.01303
NA,2.5,0,0,1,0,1,26,3.376499
0,5,0,0,1,1,1,71,0.9759607
0,2.5,0,1,1,1,1,47,0.807883
0,5,0,1,1,1,0,27,0.2974829
1,10,0,1,0,1,0,45,1.001659
0,5,0,1,0,0,1,61,0.154081
1,7.5,0,1,1,1,1,51,0.5956071
NA,2.5,0,0,0,1,1,39,0.57406
0,5,0,0,1,0,1,33,0.6496386
NA,2.5,0,1,1,0,0,22,1.01303
0,2.5,0,0,1,1,1,56,1.228595
NA,5,0,1,0,1,0,38,4.001149
0,2.5,0,1,1,1,1,48,1.051271
NA,7.5,0,0,0,1,0,25,0.3251807
0,7.5,0,1,1,1,0,35,0.1778542
1,10,0,0,1,1,1,68,1.410206
0,2.5,0,1,0,0,1,75,0.6298568
0,2.5,0,1,0,0,1,39,0.5722895
1,10,0,1,0,0,1,64,0.4116059
0,5,0,0,1,1,0,26,0.2716302
0,2.5,0,0,0,0,0,55,8.58751
0,0,0,0,1,1,1,44,0.5926551
0,2.5,0,0,1,1,1,40,1.127549
1,10,0,0,1,1,1,35,0.7938275
0,5,0,0,1,1,1,26,0.5989067
NA,7.5,0,0,0,1,1,55,0.07555101
0,2.5,0,0,0,1,0,46,5.332594
NA,2.5,0,1,0,0,0,22,0.4887077
0,5,0,0,1,0,0,63,0.9248065
NA,10,0,0,1,0,1,53,2.661115
NA,2.5,0,1,0,0,0,40,0.1037924
NA,10,0,1,1,1,1,31,0.4078639
1,5,1,0,0,0,0,33,1.821774
0,5,0,1,1,1,0,29,0.7077917
1,10,0,1,0,1,1,37,4.95597
1,10,1,0,0,1,1,22,1.278429
NA,10,0,0,1,0,1,50,0.09552347
NA,2.5,0,1,0,1,0,28,4.347687
0,2.5,0,1,1,0,0,43,0.2093406
NA,2.5,0,0,0,0,1,60,0.7410974
NA,0,0,0,0,0,1,83,0.03485867
NA,10,0,0,0,0,1,69,0.04771082
0,0,0,1,0,1,0,35,0.8962501
NA,5,0,0,1,0,1,25,0.2622597
0,0,0,0,1,0,1,76,0.3291489
1,0,0,1,1,1,1,58,0.2961995
1,10,0,1,1,1,1,60,0.7453399
NA,10,0,0,0,1,0,55,4.114846
NA,7.5,0,0,0,1,1,38,0.4405832
1,7.5,0,0,0,0,1,37,2.007794
0,0,0,0,0,1,0,23,2.167697
0,0,0,0,0,0,0,24,2.916948
NA,5,1,0,0,0,0,52,0.8190933
0,10,0,0,1,0,0,27,0.5223648
1,7.5,0,1,1,1,1,35,0.08226086
0,0,0,0,1,0,1,34,0.4142528
1,2.5,0,0,0,1,0,30,0.7384138
0,2.5,0,1,1,1,1,30,0.3311007
NA,5,1,0,1,0,0,25,0.08326756
0,5,0,0,0,0,0,38,0.8625053
NA,5,0,1,1,1,1,27,0.03873306
NA,7.5,0,1,0,1,1,59,0.2150877
NA,0,0,1,1,1,1,35,0.1564076
NA,2.5,1,0,0,0,1,22,0.3015401
NA,7.5,0,1,1,1,1,31,0.5510454
0,5,0,1,0,0,0,51,0.8075993
NA,7.5,0,0,0,1,0,53,1.225448
0,0,0,0,1,1,0,61,1.09723
0,0,0,0,1,0,1,51,0.4191071
1,10,0,0,1,1,1,72,1.707227
0,2.5,0,0,1,0,1,29,0.530818
NA,0,0,0,0,0,0,25,0.3685693
NA,10,0,0,0,0,1,63,0.2810903
0,0,0,0,1,1,1,76,0.9229783
NA,2.5,0,0,1,1,0,29,3.54913
NA,0,0,1,1,0,1,31,1.738427
NA,2.5,0,0,1,0,1,37,0.2304549
NA,7.5,1,0,1,1,0,42,2.66674
0,2.5,0,1,0,1,1,64,0.9395509
NA,7.5,0,1,0,1,1,52,0.03880677
0,2.5,0,1,0,1,1,62,0.2473228
0,10,0,0,1,1,0,31,0.4218592
1,7.5,0,0,1,1,1,68,1.442302
0,7.5,0,0,1,1,1,36,1.74806
1,10,0,1,0,1,1,69,1.035227
NA,0,0,0,1,1,1,55,0.3110775
0,10,0,1,1,1,1,62,0.3764161
1,2.5,0,0,0,1,0,31,0.7199319
NA,5,0,0,0,1,0,61,0.1233479
0,0,0,0,1,1,1,29,0.9397552
1,5,0,0,1,1,0,31,0.7092939
NA,5,0,0,0,0,1,60,1.171348
NA,10,0,1,0,0,0,36,13.20445
NA,2.5,0,0,1,1,1,55,1.903843
1,2.5,0,0,1,0,1,35,0.03237459
NA,2.5,0,0,0,0,1,33,3.143609
1,10,0,1,1,1,1,36,0.7730139
NA,5,1,0,1,0,0,38,0.6237061
NA,5,0,0,0,1,1,27,0.2938396
NA,0,0,1,1,0,1,30,0.1573377
NA,7.5,0,0,1,0,0,41,0.3649567
NA,2.5,0,0,1,0,0,32,1.591364
NA,5,0,1,1,1,1,47,0.1130793
0,0,0,0,1,1,1,60,1.184023
1,5,0,0,0,1,0,59,3.56661
NA,5,0,1,1,1,1,33,0.2123973
NA,10,0,1,1,0,1,34,0.1951466
NA,7.5,0,0,0,1,0,40,1.482401
NA,2.5,0,1,0,0,0,20,1.997276
0,5,0,0,1,1,0,59,0.1617802
0,5,0,0,0,0,0,48,0.4667458
0,5,0,1,1,0,0,31,0.4613681
NA,7.5,0,0,1,1,1,29,1.579787
1,0,0,0,0,1,1,45,0.4013852
1,10,0,0,1,1,1,48,0.6623798
NA,2.5,1,0,0,0,0,18,0.2909076
0,2.5,0,0,1,1,1,51,0.3798259
1,7.5,0,1,0,1,1,64,1.821952
0,10,0,1,0,1,1,60,0.783578
0,0,0,0,1,1,0,31,0.3107622
NA,2.5,0,0,1,0,1,71,0.6775583
1,5,0,0,0,1,1,61,0.2690228
NA,7.5,0,0,1,1,0,57,1.390759
NA,10,0,0,0,1,1,36,1.20327
0,0,0,0,0,0,0,66,1.417651
0,10,0,1,1,1,0,59,0.5466963
1,10,0,0,0,1,1,44,0.7909195
NA,0,0,0,0,0,1,36,3.841262
NA,10,0,1,0,1,1,55,0.09634737
1,10,0,1,1,1,1,58,0.3723757
1,5,0,1,1,0,1,29,0.9963985
0,2.5,0,1,1,1,1,62,0.7535705
NA,2.5,0,1,0,1,0,36,0.7083772
0,2.5,0,0,1,0,0,56,0.6984781
NA,5,0,1,0,1,1,25,3.165996
0,2.5,0,0,1,0,1,64,0.9801617
1,10,0,0,0,1,0,38,0.6413736
NA,2.5,0,0,0,1,1,42,1.762757
NA,0,0,0,0,1,1,50,0.2097785
0,7.5,0,0,1,0,1,30,0.7108137
1,10,0,1,1,1,0,24,0.9637743
0,0,1,1,0,0,0,22,2.081077
0,7.5,0,1,0,1,1,64,1.953846
0,2.5,0,0,1,1,1,49,0.5531178
NA,5,0,0,0,0,0,33,0.1648711
0,5,0,0,1,0,1,34,0.1198976
NA,5,0,0,0,1,1,20,0.8511493
0,2.5,0,0,1,0,1,48,0.9454805
0,0,0,0,0,1,0,22,0.3186321
NA,5,0,1,1,1,0,25,1.275526
0,2.5,0,1,0,1,0,61,0.5652082
0,5,0,0,1,0,0,25,0.1140859
1,5,0,0,0,1,1,46,0.7874255
1,10,0,1,1,1,1,55,0.2325519
NA,7.5,0,0,0,0,0,24,0.4304626
0,0,0,1,1,1,1,44,0.3940381
1,10,0,1,1,0,1,24,1.379278
NA,5,0,0,0,0,1,48,0.3437513
0,0,0,0,0,1,1,70,0.3556241
1,7.5,0,1,1,1,1,30,0.9032358
1,10,0,0,0,1,1,59,0.5785106
NA,0,0,0,0,0,0,35,0.674809
0,0,0,0,1,1,1,58,0.6563735
0,2.5,0,1,0,1,1,44,1.271402
0,7.5,0,0,0,0,0,43,1.076534
1,7.5,0,0,0,1,1,59,0.4299271
0,7.5,0,0,0,0,0,47,0.3286677
0,0,0,0,1,1,1,57,0.5662758
NA,10,0,0,1,1,1,45,0.8251865
0,5,0,1,0,1,0,57,1.521342
1,10,0,0,1,1,1,50,0.3145199
1,10,0,0,0,1,1,60,0.4047917
1,5,0,0,0,1,1,19,1.269587
NA,2.5,0,0,0,0,0,18,4.965912
0,2.5,0,0,1,0,0,52,0.428913
0,0,0,0,0,1,0,37,0.7211454
0,2.5,0,0,1,1,1,36,1.027383
NA,0,1,1,1,0,0,30,0.3254165
NA,0,0,1,1,1,1,63,0.7501473
0,2.5,0,0,0,0,1,39,1.691911
NA,10,0,0,0,1,1,39,1.359132
0,0,1,1,1,0,0,31,0.2489365
NA,5,0,1,0,1,1,40,0.5516561
0,2.5,0,1,1,0,0,43,0.6739762
0,7.5,0,1,1,0,1,30,0.2130004
0,0,0,0,1,0,1,23,0.4422463
1,2.5,0,0,0,1,1,54,1.184808
1,10,0,0,0,1,1,42,1.131686
0,2.5,0,0,1,1,1,53,0.6076344
NA,2.5,0,0,0,0,0,18,1.344703
NA,10,0,1,1,1,1,48,0.3573252
NA,7.5,0,0,0,1,1,59,0.2276523
NA,10,0,0,0,1,1,53,0.9340735
0,5,0,0,1,1,0,30,1.124602
NA,7.5,0,0,0,0,0,30,0.5737327
0,0,0,0,0,1,1,60,0.6657877
NA,0,1,1,0,0,1,34,0.9314987
NA,2.5,0,1,1,0,1,53,0.1325285
NA,10,1,1,0,0,0,18,0.1772248
1,2.5,0,0,0,1,1,69,0.7777643
0,5,0,0,1,1,1,63,1.130958
NA,7.5,0,1,1,0,1,47,0.3488799
0,2.5,0,0,1,1,1,58,0.1672072
NA,10,0,1,0,1,1,51,0.4811613
NA,5,0,0,0,1,0,20,0.5571791
1,5,1,0,0,1,1,57,1.371124
NA,5,0,0,1,0,0,57,1.077357
1,10,0,1,0,1,1,44,4.122476
0,10,0,0,0,0,0,70,0.3522077
1,10,0,0,1,0,1,56,0.6845555
0,2.5,0,0,0,1,1,40,0.4518056
NA,7.5,0,1,0,1,1,30,0.5302406
NA,2.5,0,0,1,1,0,46,1.006122
0,2.5,0,0,1,0,1,59,0.8995635
1,10,0,0,0,1,0,76,5.726466
0,5,0,0,0,1,0,43,0.2992017
0,2.5,0,0,1,1,1,50,0.362644
NA,7.5,0,0,0,1,0,57,1.376546
1,5,0,0,0,1,1,69,0.7802856
1,2.5,0,0,1,1,0,57,1.318104
0,7.5,0,0,1,1,1,29,0.4475362
0,5,0,0,1,1,1,34,0.5769737
1,5,0,0,1,1,1,60,0.8796112
0,2.5,0,1,1,0,1,74,0.05415262
1,2.5,0,0,1,1,1,61,0.7624387
0,5,0,1,0,1,1,59,0.5005779
1,7.5,0,0,0,1,1,67,1.026608
1,2.5,0,0,0,1,1,75,0.7066086
NA,10,0,1,1,1,0,56,0.1477905
NA,5,0,1,0,0,0,23,0.5997049
0,5,0,0,1,1,0,25,0.1628714
NA,10,1,0,1,0,0,64,0.07078377
1,10,0,0,1,1,1,38,1.17439
1,10,0,0,0,1,1,30,0.4640068
0,0,0,0,0,1,0,20,0.3184703
NA,2.5,0,1,0,0,0,26,2.708852
0,2.5,0,0,1,1,1,31,0.3835696
1,2.5,0,0,1,1,1,50,0.5990753
1,7.5,0,0,1,1,1,69,0.2842007
NA,5,1,1,0,0,0,21,1.438085
0,0,0,0,1,0,1,35,0.1350131
NA,5,0,1,1,0,1,34,0.09987928
0,0,0,0,1,1,0,27,0.9905688
NA,5,0,1,1,1,1,34,0.4610452
NA,7.5,0,0,1,0,0,34,0.3669366
1,10,0,0,1,0,1,40,0.3888675
0,2.5,0,1,1,1,1,30,0.7897678
NA,5,0,0,1,1,1,63,0.2157829
NA,5,0,0,1,0,0,30,0.9176466
0,5,0,1,0,1,1,69,0.8771422
NA,2.5,0,0,1,0,1,42,0.3215314
0,5,0,0,1,1,1,35,0.8099947
0,10,0,0,1,0,1,41,0.8513733
1,10,0,0,1,1,0,45,0.759985
NA,7.5,0,1,1,1,1,49,0.0967376
0,2.5,0,0,0,1,0,54,1.421912
0,2.5,0,0,0,0,0,32,2.32133
NA,10,0,0,0,1,1,60,1.129255
0,5,1,0,0,1,0,45,0.1538717
NA,0,1,1,0,1,0,33,1.550005
0,7.5,0,0,0,1,1,55,1.453452
NA,7.5,0,0,1,1,1,51,0.9036926
0,0,0,1,1,1,1,60,0.4507933
1,0,0,1,1,1,1,53,1.144632
0,0,0,0,0,0,1,55,0.678273
NA,0,0,0,1,0,1,37,1.20647
NA,10,1,1,0,1,0,54,0.3808184
NA,0,0,0,1,0,0,32,0.311005
1,2.5,0,0,1,0,1,52,0.5125125
1,2.5,0,0,0,1,1,56,0.8059474
0,7.5,0,0,1,1,1,36,0.2525728
NA,0,0,1,0,1,1,35,0.2549147
0,0,0,0,1,1,1,44,0.5980183
1,5,0,0,0,1,0,63,0.5274212
0,0,0,0,1,0,1,69,0.7638109
1,10,0,0,0,1,1,65,0.6877727
NA,7.5,0,1,0,1,1,50,0.314717
0,5,0,0,1,1,0,53,1.018931
NA,7.5,0,1,1,1,0,29,0.04564452
NA,0,0,0,0,0,0,33,1.532116
0,10,0,0,0,1,1,62,0.7517429
1,7.5,0,0,0,1,1,76,1.902535
1,10,0,1,0,1,0,62,1.477973
0,0,0,0,1,0,1,60,1.264954
0,2.5,0,0,1,1,1,32,0.3188698
1,10,0,0,1,1,1,47,0.5873653
NA,7.5,0,1,0,1,1,21,0.5952577
1,7.5,0,0,1,1,1,58,1.318104
0,10,0,1,1,0,1,29,0.1476238
1,10,0,1,1,1,1,57,0.4410939
NA,10,0,1,0,1,1,49,0.1595191
1,5,0,0,1,1,1,50,2.231071
NA,5,1,1,0,1,1,48,0.3776607
0,2.5,0,0,1,0,0,41,0.1569936
1,2.5,1,1,1,1,1,53,0.9373039
NA,5,0,1,1,1,1,32,0.2432904
0,5,0,1,1,1,1,35,0.7799885
NA,10,0,1,1,1,1,34,0.1667778
0,0,0,1,1,1,1,32,0.789144
0,5,0,1,1,0,0,29,0.4503557
0,2.5,0,1,1,0,1,37,0.4290544
1,7.5,0,1,0,1,1,67,0.7295282
0,0,0,1,1,0,0,57,0.5207977
0,10,0,0,1,1,1,56,0.1380497
0,7.5,0,1,1,0,1,59,0.9219647
0,0,0,0,1,1,1,34,0.4294304
0,5,0,0,1,0,1,42,1.038174
0,2.5,0,0,1,1,0,25,0.4147307
NA,0,0,0,0,0,0,18,0.1330766
NA,10,1,1,0,0,1,56,3.40462
1,7.5,0,0,0,0,1,52,1.723324
0,0,0,0,0,0,0,52,0.9504942
1,7.5,0,0,1,1,1,53,0.5968202
NA,2.5,0,0,1,1,1,33,0.22376
